"","chr","start","end","length","abs_summit","pileup","-log10(pvalue)","fold_enrichment","-log10(qvalue)","name"
"17885","chr10",15719972,15720140,169,15720002,15,12.42397,7.19951,9.81258,"Ind1_75DA24h_dedup_peak_17885"
"17886","chr10",15725619,15725915,297,15725869,12,11.98682,7.58647,9.39389,"Ind1_75DA24h_dedup_peak_17886"
"17887","chr10",15744362,15744478,117,15744418,7,6.05234,4.6686,3.8397,"Ind1_75DA24h_dedup_peak_17887"
"17888","chr10",15775729,15775823,95,15775786,8,7.15678,5.25217,4.85674,"Ind1_75DA24h_dedup_peak_17888"
"17889","chr10",15794062,15794184,123,15794074,6,4.99812,4.08502,2.88296,"Ind1_75DA24h_dedup_peak_17889"
"17890","chr10",15813474,15813647,174,15813550,9,8.3063,5.83575,5.92567,"Ind1_75DA24h_dedup_peak_17890"
"17891","chr10",15817800,15817954,155,15817828,8,7.15678,5.25217,4.85674,"Ind1_75DA24h_dedup_peak_17891"
"17892","chr10",15859947,15860633,687,15860475,23,24.80781,12.35832,21.69659,"Ind1_75DA24h_dedup_peak_17892"
"17893","chr10",15897445,15897533,89,15897504,11,10.72454,7.0029,8.19838,"Ind1_75DA24h_dedup_peak_17893"
"17894","chr10",15976289,15976362,74,15976344,7,6.05234,4.6686,3.8397,"Ind1_75DA24h_dedup_peak_17894"
"17895","chr10",16192501,16192585,85,16192530,7,6.05234,4.6686,3.8397,"Ind1_75DA24h_dedup_peak_17895"
"17896","chr10",16243104,16243199,96,16243154,7,6.05234,4.6686,3.8397,"Ind1_75DA24h_dedup_peak_17896"
"17897","chr10",16250434,16250508,75,16250498,7,6.05234,4.6686,3.8397,"Ind1_75DA24h_dedup_peak_17897"
"17898","chr10",16360231,16360313,83,16360294,6,4.99812,4.08502,2.88296,"Ind1_75DA24h_dedup_peak_17898"
"17899","chr10",16377357,16377462,106,16377419,5,3.20536,2.98612,1.32411,"Ind1_75DA24h_dedup_peak_17899"
"17900","chr10",16381177,16381495,319,16381305,38,47.20348,19.77771,43.42838,"Ind1_75DA24h_dedup_peak_17900"
"17901","chr10",16436776,16437109,334,16436873,33,33.59114,13.87529,30.19724,"Ind1_75DA24h_dedup_peak_17901"
"17902","chr10",16440942,16441034,93,16440979,17,13.11524,7.11772,10.47438,"Ind1_75DA24h_dedup_peak_17902"
"17903","chr10",16459326,16459402,77,16459361,10,9.49672,6.41932,7.04127,"Ind1_75DA24h_dedup_peak_17903"
"17904","chr10",16505042,16505431,390,16505380,14,13.39687,8.03321,10.73498,"Ind1_75DA24h_dedup_peak_17904"
"17905","chr10",16510043,16510270,228,16510191,22,26.08018,13.42222,22.92535,"Ind1_75DA24h_dedup_peak_17905"
"17906","chr10",16520569,16520716,148,16520668,17,13.53246,7.36823,10.86526,"Ind1_75DA24h_dedup_peak_17906"
"17907","chr10",16520967,16521128,162,16521046,16,12.39937,6.93765,9.78909,"Ind1_75DA24h_dedup_peak_17907"
"17908","chr10",16521739,16521817,79,16521776,14,10.22231,6.08433,7.73263,"Ind1_75DA24h_dedup_peak_17908"
"17909","chr10",16601761,16601870,110,16601772,7,4.8486,3.90877,2.77706,"Ind1_75DA24h_dedup_peak_17909"
"17910","chr10",16601954,16602098,145,16602016,7,4.79423,3.8734,2.72721,"Ind1_75DA24h_dedup_peak_17910"
"17911","chr10",16644232,16644467,236,16644367,13,13.28104,8.17005,10.62387,"Ind1_75DA24h_dedup_peak_17911"
"17912","chr10",16663590,16663681,92,16663640,8,7.15678,5.25217,4.85674,"Ind1_75DA24h_dedup_peak_17912"
"17913","chr10",16756840,16757101,262,16756891,10,9.49672,6.41932,7.04127,"Ind1_75DA24h_dedup_peak_17913"
"17914","chr10",16792779,16792935,157,16792862,9,8.3063,5.83575,5.92567,"Ind1_75DA24h_dedup_peak_17914"
"17915","chr10",16816970,16817921,952,16817637,69,63.43913,15.53355,59.28122,"Ind1_75DA24h_dedup_peak_17915"
"17916","chr10",16828318,16828472,155,16828431,17,18.73772,10.50435,15.84625,"Ind1_75DA24h_dedup_peak_17916"
"17917","chr10",16828680,16828998,319,16828858,20,23.0817,12.25507,20.02968,"Ind1_75DA24h_dedup_peak_17917"
"17918","chr10",16848815,16849066,252,16848965,11,10.72454,7.0029,8.19838,"Ind1_75DA24h_dedup_peak_17918"
"17919","chr10",16867688,16867790,103,16867708,6,4.99812,4.08502,2.88296,"Ind1_75DA24h_dedup_peak_17919"
"17920","chr10",16887554,16887843,290,16887767,30,34.26323,15.45703,30.84844,"Ind1_75DA24h_dedup_peak_17920"
"17921","chr10",16891446,16891619,174,16891500,8,6.04924,4.56409,3.8397,"Ind1_75DA24h_dedup_peak_17921"
"17922","chr10",16909307,16909386,80,16909329,7,6.05234,4.6686,3.8397,"Ind1_75DA24h_dedup_peak_17922"
"17923","chr10",16942045,16942204,160,16942130,13,13.28104,8.17005,10.62387,"Ind1_75DA24h_dedup_peak_17923"
"17924","chr10",16951176,16951328,153,16951209,8,7.15678,5.25217,4.85674,"Ind1_75DA24h_dedup_peak_17924"
"17925","chr10",16966044,16966430,387,16966245,44,43.94965,15.30563,40.26054,"Ind1_75DA24h_dedup_peak_17925"
"17926","chr10",16968437,16968634,198,16968515,33,29.52893,11.57897,26.26139,"Ind1_75DA24h_dedup_peak_17926"
"17927","chr10",17003238,17003412,175,17003330,31,36.07045,16.1361,32.60226,"Ind1_75DA24h_dedup_peak_17927"
"17928","chr10",17003760,17003908,149,17003805,6,4.04517,3.47733,2.03841,"Ind1_75DA24h_dedup_peak_17928"
"17929","chr10",17009485,17009633,149,17009551,14,10.72863,6.3946,8.20233,"Ind1_75DA24h_dedup_peak_17929"
"17930","chr10",17010802,17011146,345,17010928,26,24.99489,11.43737,21.87751,"Ind1_75DA24h_dedup_peak_17930"
"17931","chr10",17023545,17023706,162,17023657,24,25.78561,12.60633,22.64297,"Ind1_75DA24h_dedup_peak_17931"
"17932","chr10",17025721,17025905,185,17025805,20,16.30489,8.20696,13.51421,"Ind1_75DA24h_dedup_peak_17932"
"17933","chr10",17029633,17030071,439,17029760,22,20.1113,9.86795,17.17205,"Ind1_75DA24h_dedup_peak_17933"
"17934","chr10",17059307,17059614,308,17059422,17,12.2747,6.61875,9.66955,"Ind1_75DA24h_dedup_peak_17934"
"17935","chr10",17061496,17061685,190,17061618,22,16.72345,7.89313,13.91715,"Ind1_75DA24h_dedup_peak_17935"
"17936","chr10",17063012,17063370,359,17063240,26,21.2683,9.28968,18.28486,"Ind1_75DA24h_dedup_peak_17936"
"17937","chr10",17066113,17066204,92,17066159,17,12.97606,7.03453,10.34117,"Ind1_75DA24h_dedup_peak_17937"
"17938","chr10",17073835,17073998,164,17073898,6,4.99812,4.08502,2.88296,"Ind1_75DA24h_dedup_peak_17938"
"17939","chr10",17075522,17075819,298,17075712,23,27.60748,14.0058,24.40178,"Ind1_75DA24h_dedup_peak_17939"
"17940","chr10",17088540,17088648,109,17088618,9,8.3063,5.83575,5.92567,"Ind1_75DA24h_dedup_peak_17940"
"17941","chr10",17100691,17100847,157,17100775,27,33.8869,16.3401,30.48312,"Ind1_75DA24h_dedup_peak_17941"
"17942","chr10",17109603,17109736,134,17109681,18,20.16388,11.08792,17.21802,"Ind1_75DA24h_dedup_peak_17942"
"17943","chr10",17115766,17116036,271,17115941,8,6.9518,5.1279,4.68405,"Ind1_75DA24h_dedup_peak_17943"
"17944","chr10",17120787,17121036,250,17120827,7,5.67359,4.43533,3.51191,"Ind1_75DA24h_dedup_peak_17944"
"17945","chr10",17123516,17123651,136,17123581,9,8.3063,5.83575,5.92567,"Ind1_75DA24h_dedup_peak_17945"
"17946","chr10",17161825,17162087,263,17161948,28,35.49622,16.92367,32.04476,"Ind1_75DA24h_dedup_peak_17946"
"17947","chr10",17166817,17166976,160,17166856,13,10.84927,6.69364,8.31779,"Ind1_75DA24h_dedup_peak_17947"
"17948","chr10",17169927,17170029,103,17169966,11,10.72454,7.0029,8.19838,"Ind1_75DA24h_dedup_peak_17948"
"17949","chr10",17171139,17171431,293,17171281,15,15.91833,9.31466,13.14928,"Ind1_75DA24h_dedup_peak_17949"
"17950","chr10",17179132,17179266,135,17179220,9,8.3063,5.83575,5.92567,"Ind1_75DA24h_dedup_peak_17950"
"17951","chr10",17201331,17201815,485,17201469,63,64.89577,18.37958,60.70623,"Ind1_75DA24h_dedup_peak_17951"
"17952","chr10",17203592,17203692,101,17203629,19,10.87508,5.40696,8.34246,"Ind1_75DA24h_dedup_peak_17952"
"17953","chr10",17206468,17206702,235,17206536,14,9.33392,5.54612,6.9009,"Ind1_75DA24h_dedup_peak_17953"
"17954","chr10",17215272,17215372,101,17215340,9,7.174,5.13941,4.87282,"Ind1_75DA24h_dedup_peak_17954"
"17955","chr10",17216303,17216748,446,17216404,21,21.79699,11.19912,18.79111,"Ind1_75DA24h_dedup_peak_17955"
"17956","chr10",17220328,17220402,75,17220393,8,7.15678,5.25217,4.85674,"Ind1_75DA24h_dedup_peak_17956"
"17957","chr10",17228389,17228980,592,17228614,62,31.66428,6.45594,28.32972,"Ind1_75DA24h_dedup_peak_17957"
"17958","chr10",17229074,17230603,1530,17229335,68,36.36594,6.93009,32.88931,"Ind1_75DA24h_dedup_peak_17958"
"17959","chr10",17247432,17247566,135,17247523,7,6.05234,4.6686,3.8397,"Ind1_75DA24h_dedup_peak_17959"
"17960","chr10",17252043,17252118,76,17252058,5,4.00056,3.50145,1.99732,"Ind1_75DA24h_dedup_peak_17960"
"17961","chr10",17252211,17252384,174,17252247,7,6.05234,4.6686,3.8397,"Ind1_75DA24h_dedup_peak_17961"
"17962","chr10",17257785,17257861,77,17257834,7,6.05234,4.6686,3.8397,"Ind1_75DA24h_dedup_peak_17962"
"17963","chr10",17273485,17273655,171,17273581,19,21.61223,11.6715,18.61241,"Ind1_75DA24h_dedup_peak_17963"
"17964","chr10",17348626,17349007,382,17348852,11,10.72454,7.0029,8.19838,"Ind1_75DA24h_dedup_peak_17964"
"17965","chr10",17453434,17453959,526,17453810,27,24.30619,10.69268,21.21429,"Ind1_75DA24h_dedup_peak_17965"
"17966","chr10",17454482,17454746,265,17454512,14,9.59586,5.70379,7.1357,"Ind1_75DA24h_dedup_peak_17966"
"17967","chr10",17483147,17483490,344,17483295,30,38.75095,18.08651,35.20623,"Ind1_75DA24h_dedup_peak_17967"
"17968","chr10",17504913,17505260,348,17504971,17,18.09297,10.12639,15.23018,"Ind1_75DA24h_dedup_peak_17968"
"17969","chr10",17512387,17512991,605,17512585,53,57.40182,18.77251,53.3767,"Ind1_75DA24h_dedup_peak_17969"
"17970","chr10",17527671,17527958,288,17527723,21,24.57131,12.83865,21.46761,"Ind1_75DA24h_dedup_peak_17970"
"17971","chr10",17562727,17562926,200,17562870,11,10.72454,7.0029,8.19838,"Ind1_75DA24h_dedup_peak_17971"
"17972","chr10",17607251,17607332,82,17607304,5,4.00056,3.50145,1.99732,"Ind1_75DA24h_dedup_peak_17972"
"17973","chr10",17613863,17614011,149,17613899,12,5.44452,3.61311,3.29882,"Ind1_75DA24h_dedup_peak_17973"
"17974","chr10",17616495,17616631,137,17616588,11,4.9173,3.43879,2.84044,"Ind1_75DA24h_dedup_peak_17974"
"17975","chr10",17616711,17616931,221,17616822,20,12.41898,6.01788,9.8078,"Ind1_75DA24h_dedup_peak_17975"
"17976","chr10",17617021,17617829,809,17617239,26,18.46296,7.77894,15.5869,"Ind1_75DA24h_dedup_peak_17976"
"17977","chr10",17629175,17629292,118,17629274,8,5.81364,4.41349,3.6422,"Ind1_75DA24h_dedup_peak_17977"
"17978","chr10",17629489,17629936,448,17629692,15,13.52457,7.87507,10.8577,"Ind1_75DA24h_dedup_peak_17978"
"17979","chr10",17643476,17644715,1240,17644158,37,31.09426,11.07939,27.77675,"Ind1_75DA24h_dedup_peak_17979"
"17980","chr10",17652748,17652856,109,17652808,13,10.19666,6.289,7.70813,"Ind1_75DA24h_dedup_peak_17980"
"17981","chr10",17653027,17653155,129,17653131,8,5.2816,4.07027,3.14708,"Ind1_75DA24h_dedup_peak_17981"
"17982","chr10",17655650,17655859,210,17655673,10,7.52738,5.20349,5.20663,"Ind1_75DA24h_dedup_peak_17982"
"17983","chr10",17656020,17656236,217,17656069,21,21.04925,10.74912,18.07327,"Ind1_75DA24h_dedup_peak_17983"
"17984","chr10",17665864,17665955,92,17665909,17,18.73772,10.50435,15.84625,"Ind1_75DA24h_dedup_peak_17984"
"17985","chr10",17671494,17671654,161,17671588,16,9.45042,5.21221,7.0114,"Ind1_75DA24h_dedup_peak_17985"
"17986","chr10",17673686,17674076,391,17673956,62,66.37597,19.53977,62.15591,"Ind1_75DA24h_dedup_peak_17986"
"17987","chr10",17710322,17710399,78,17710331,6,4.99812,4.08502,2.88296,"Ind1_75DA24h_dedup_peak_17987"
"17988","chr10",17711681,17711803,123,17711729,8,7.15678,5.25217,4.85674,"Ind1_75DA24h_dedup_peak_17988"
"17989","chr10",17735291,17735378,88,17735362,7,6.05234,4.6686,3.8397,"Ind1_75DA24h_dedup_peak_17989"
"17990","chr10",17756943,17757107,165,17757018,8,6.18806,4.65228,3.96731,"Ind1_75DA24h_dedup_peak_17990"
"17991","chr10",17758293,17758428,136,17758359,27,30.93696,14.61497,27.62411,"Ind1_75DA24h_dedup_peak_17991"
"17992","chr10",17759107,17759321,215,17759263,11,9.44571,6.22711,7.00702,"Ind1_75DA24h_dedup_peak_17992"
"17993","chr10",17787648,17787966,319,17787741,28,32.48795,15.16652,29.12685,"Ind1_75DA24h_dedup_peak_17993"
"17994","chr10",17806116,17806341,226,17806279,16,17.33496,9.92077,14.49963,"Ind1_75DA24h_dedup_peak_17994"
"17995","chr10",17835728,17836049,322,17835843,43,40.12353,13.66266,36.54,"Ind1_75DA24h_dedup_peak_17995"
"17996","chr10",17836979,17837302,324,17837059,46,44.07367,14.59421,40.38124,"Ind1_75DA24h_dedup_peak_17996"
"17997","chr10",17912893,17912998,106,17912936,8,5.09625,3.95006,2.97444,"Ind1_75DA24h_dedup_peak_17997"
"17998","chr10",17914237,17915035,799,17914868,18,15.45048,8.25774,12.6996,"Ind1_75DA24h_dedup_peak_17998"
"17999","chr10",17981877,17982131,255,17982013,13,13.28104,8.17005,10.62387,"Ind1_75DA24h_dedup_peak_17999"
"18000","chr10",17984193,17984289,97,17984247,11,10.72454,7.0029,8.19838,"Ind1_75DA24h_dedup_peak_18000"
"18001","chr10",17990484,17990662,179,17990559,23,27.60748,14.0058,24.40178,"Ind1_75DA24h_dedup_peak_18001"
"18002","chr10",18060290,18060546,257,18060436,29,37.12025,17.50725,33.62145,"Ind1_75DA24h_dedup_peak_18002"
"18003","chr10",18071581,18071661,81,18071631,8,7.15678,5.25217,4.85674,"Ind1_75DA24h_dedup_peak_18003"
"18004","chr10",18071780,18071924,145,18071857,8,7.15678,5.25217,4.85674,"Ind1_75DA24h_dedup_peak_18004"
"18005","chr10",18121412,18121868,457,18121657,25,28.02565,13.59757,24.80702,"Ind1_75DA24h_dedup_peak_18005"
"18006","chr10",18136045,18136146,102,18136119,12,7.37076,4.74758,5.05856,"Ind1_75DA24h_dedup_peak_18006"
"18007","chr10",18140211,18141198,988,18140856,30,23.15702,9.12799,20.10246,"Ind1_75DA24h_dedup_peak_18007"
"18008","chr10",18141647,18141790,144,18141724,18,10.87127,5.60074,8.33883,"Ind1_75DA24h_dedup_peak_18008"
"18009","chr10",18179294,18179414,121,18179376,15,11.77064,6.79923,9.19789,"Ind1_75DA24h_dedup_peak_18009"
"18010","chr10",18179887,18180285,399,18179978,42,47.26228,18.01538,43.48572,"Ind1_75DA24h_dedup_peak_18010"
"18011","chr10",18202814,18202891,78,18202851,6,4.99812,4.08502,2.88296,"Ind1_75DA24h_dedup_peak_18011"
"18012","chr10",18215076,18215197,122,18215171,7,5.46071,4.3016,3.31363,"Ind1_75DA24h_dedup_peak_18012"
"18013","chr10",18217631,18217887,257,18217733,18,18.28497,9.97569,15.41545,"Ind1_75DA24h_dedup_peak_18013"
"18014","chr10",18231685,18231815,131,18231772,7,6.05234,4.6686,3.8397,"Ind1_75DA24h_dedup_peak_18014"
"18015","chr10",18233927,18234142,216,18234059,15,15.81516,9.25424,13.0499,"Ind1_75DA24h_dedup_peak_18015"
"18016","chr10",18303155,18303263,109,18303244,6,4.99812,4.08502,2.88296,"Ind1_75DA24h_dedup_peak_18016"
"18017","chr10",18312839,18313000,162,18312902,9,8.3063,5.83575,5.92567,"Ind1_75DA24h_dedup_peak_18017"
"18018","chr10",18332067,18332323,257,18332244,11,10.72454,7.0029,8.19838,"Ind1_75DA24h_dedup_peak_18018"
"18019","chr10",18340535,18341021,487,18340738,14,14.60504,8.75362,11.8868,"Ind1_75DA24h_dedup_peak_18019"
"18020","chr10",18352307,18352455,149,18352398,11,10.72454,7.0029,8.19838,"Ind1_75DA24h_dedup_peak_18020"
"18021","chr10",18400911,18401080,170,18401033,9,8.3063,5.83575,5.92567,"Ind1_75DA24h_dedup_peak_18021"
"18022","chr10",18414121,18414282,162,18414198,7,6.05234,4.6686,3.8397,"Ind1_75DA24h_dedup_peak_18022"
"18023","chr10",18472019,18472120,102,18472048,11,7.29766,4.88227,4.98962,"Ind1_75DA24h_dedup_peak_18023"
"18024","chr10",18473462,18473951,490,18473636,48,55.48835,19.99675,51.50835,"Ind1_75DA24h_dedup_peak_18024"
"18025","chr10",18474298,18474423,126,18474328,10,6.35625,4.46184,4.12518,"Ind1_75DA24h_dedup_peak_18025"
"18026","chr10",18501232,18501392,161,18501291,25,30.71445,15.17295,27.40841,"Ind1_75DA24h_dedup_peak_18026"
"18027","chr10",18539457,18539597,141,18539522,6,4.99812,4.08502,2.88296,"Ind1_75DA24h_dedup_peak_18027"
"18028","chr10",18562380,18562483,104,18562387,6,4.99812,4.08502,2.88296,"Ind1_75DA24h_dedup_peak_18028"
"18029","chr10",18605666,18605750,85,18605691,7,4.85961,3.91592,2.78734,"Ind1_75DA24h_dedup_peak_18029"
"18030","chr10",18606230,18606409,180,18606311,10,6.66902,4.65967,4.41885,"Ind1_75DA24h_dedup_peak_18030"
"18031","chr10",18610580,18610846,267,18610682,40,43.42972,16.68108,39.7548,"Ind1_75DA24h_dedup_peak_18031"
"18032","chr10",18623803,18623978,176,18623914,17,12.52696,6.76759,9.91114,"Ind1_75DA24h_dedup_peak_18032"
"18033","chr10",18627489,18628098,610,18627875,37,37.67643,14.63686,34.16142,"Ind1_75DA24h_dedup_peak_18033"
"18034","chr10",18651537,18651902,366,18651670,22,25.62869,13.1607,22.49141,"Ind1_75DA24h_dedup_peak_18034"
"18035","chr10",18659044,18659862,819,18659383,65,68.7128,19.43378,64.44659,"Ind1_75DA24h_dedup_peak_18035"
"18036","chr10",18666993,18667273,281,18667067,13,13.28104,8.17005,10.62387,"Ind1_75DA24h_dedup_peak_18036"
"18037","chr10",18710347,18710450,104,18710358,7,4.34891,3.58168,2.31783,"Ind1_75DA24h_dedup_peak_18037"
"18038","chr10",18713053,18713469,417,18713283,35,38.26996,15.80026,34.7387,"Ind1_75DA24h_dedup_peak_18038"
"18039","chr10",18719927,18720034,108,18719969,9,8.3063,5.83575,5.92567,"Ind1_75DA24h_dedup_peak_18039"
"18040","chr10",18737382,18737497,116,18737443,8,7.15678,5.25217,4.85674,"Ind1_75DA24h_dedup_peak_18040"
"18041","chr10",18822369,18822458,90,18822378,8,7.15678,5.25217,4.85674,"Ind1_75DA24h_dedup_peak_18041"
"18042","chr10",18886183,18886326,144,18886255,11,10.72454,7.0029,8.19838,"Ind1_75DA24h_dedup_peak_18042"
"18043","chr10",18918672,18918825,154,18918758,9,8.3063,5.83575,5.92567,"Ind1_75DA24h_dedup_peak_18043"
"18044","chr10",18951494,18951680,187,18951582,8,7.15678,5.25217,4.85674,"Ind1_75DA24h_dedup_peak_18044"
"18045","chr10",19014195,19014340,146,19014251,10,9.49672,6.41932,7.04127,"Ind1_75DA24h_dedup_peak_18045"
"18046","chr10",19077456,19077541,86,19077505,5,4.00056,3.50145,1.99732,"Ind1_75DA24h_dedup_peak_18046"
"18047","chr10",19169835,19169913,79,19169893,12,11.98682,7.58647,9.39389,"Ind1_75DA24h_dedup_peak_18047"
"18048","chr10",19176748,19176906,159,19176830,13,13.28104,8.17005,10.62387,"Ind1_75DA24h_dedup_peak_18048"
"18049","chr10",19194996,19195102,107,19195033,14,14.60504,8.75362,11.8868,"Ind1_75DA24h_dedup_peak_18049"
"18050","chr10",19246407,19246640,234,19246482,9,8.3063,5.83575,5.92567,"Ind1_75DA24h_dedup_peak_18050"
"18051","chr10",19422911,19422999,89,19422949,9,8.3063,5.83575,5.92567,"Ind1_75DA24h_dedup_peak_18051"
"18052","chr10",19592328,19592602,275,19592443,20,23.0817,12.25507,20.02968,"Ind1_75DA24h_dedup_peak_18052"
"18053","chr10",19638548,19638820,273,19638693,12,11.98682,7.58647,9.39389,"Ind1_75DA24h_dedup_peak_18053"
"18054","chr10",19654706,19654897,192,19654835,15,15.9569,9.3372,13.17909,"Ind1_75DA24h_dedup_peak_18054"
"18055","chr10",19658252,19658512,261,19658323,12,11.98682,7.58647,9.39389,"Ind1_75DA24h_dedup_peak_18055"
"18056","chr10",19746809,19746948,140,19746835,26,30.77805,14.87673,27.47001,"Ind1_75DA24h_dedup_peak_18056"
"18057","chr10",19749511,19749821,311,19749586,15,14.95522,8.7438,12.22335,"Ind1_75DA24h_dedup_peak_18057"
"18058","chr10",19791139,19791252,114,19791170,6,4.99812,4.08502,2.88296,"Ind1_75DA24h_dedup_peak_18058"
"18059","chr10",19815844,19816321,478,19816082,36,29.22159,10.44627,25.96336,"Ind1_75DA24h_dedup_peak_18059"
"18060","chr10",19816443,19817119,677,19816840,23,15.15395,6.79029,12.41456,"Ind1_75DA24h_dedup_peak_18060"
"18061","chr10",19817518,19817597,80,19817547,16,8.73918,4.81998,6.3368,"Ind1_75DA24h_dedup_peak_18061"
"18062","chr10",19891575,19891680,106,19891632,9,7.73262,5.4873,5.40067,"Ind1_75DA24h_dedup_peak_18062"
"18063","chr10",19892238,19892555,318,19892273,12,11.22924,7.13349,8.68084,"Ind1_75DA24h_dedup_peak_18063"
"18064","chr10",19904490,19904570,81,19904540,9,8.3063,5.83575,5.92567,"Ind1_75DA24h_dedup_peak_18064"
"18065","chr10",19922443,19922579,137,19922488,12,10.90195,6.93435,8.36803,"Ind1_75DA24h_dedup_peak_18065"
"18066","chr10",19925274,19925371,98,19925297,8,7.15678,5.25217,4.85674,"Ind1_75DA24h_dedup_peak_18066"
"18067","chr10",19931650,19931837,188,19931791,27,33.8869,16.3401,30.48312,"Ind1_75DA24h_dedup_peak_18067"
"18068","chr10",19941204,19941290,87,19941254,6,4.99812,4.08502,2.88296,"Ind1_75DA24h_dedup_peak_18068"
"18069","chr10",19995640,19995742,103,19995648,6,4.99812,4.08502,2.88296,"Ind1_75DA24h_dedup_peak_18069"
"18070","chr10",20003842,20003946,105,20003880,10,9.49672,6.41932,7.04127,"Ind1_75DA24h_dedup_peak_18070"
"18071","chr10",20004259,20004394,136,20004368,7,6.05234,4.6686,3.8397,"Ind1_75DA24h_dedup_peak_18071"
"18072","chr10",20185244,20185441,198,20185392,22,26.08018,13.42222,22.92535,"Ind1_75DA24h_dedup_peak_18072"
"18073","chr10",20221514,20221617,104,20221551,15,15.9569,9.3372,13.17909,"Ind1_75DA24h_dedup_peak_18073"
"18074","chr10",20233620,20233728,109,20233664,8,7.15678,5.25217,4.85674,"Ind1_75DA24h_dedup_peak_18074"
"18075","chr10",20248385,20248609,225,20248449,14,14.60504,8.75362,11.8868,"Ind1_75DA24h_dedup_peak_18075"
"18076","chr10",20418306,20418533,228,20418498,9,8.3063,5.83575,5.92567,"Ind1_75DA24h_dedup_peak_18076"
"18077","chr10",20466836,20467091,256,20466943,16,17.33496,9.92077,14.49963,"Ind1_75DA24h_dedup_peak_18077"
"18078","chr10",20494645,20494747,103,20494699,6,4.99812,4.08502,2.88296,"Ind1_75DA24h_dedup_peak_18078"
"18079","chr10",20596463,20596572,110,20596533,13,8.48165,5.23426,6.09223,"Ind1_75DA24h_dedup_peak_18079"
"18080","chr10",20597013,20597207,195,20597092,26,22.86509,10.19437,19.82395,"Ind1_75DA24h_dedup_peak_18080"
"18081","chr10",20598667,20598906,240,20598743,56,64.50452,21.28116,60.32323,"Ind1_75DA24h_dedup_peak_18081"
"18082","chr10",20630250,20630334,85,20630310,9,8.3063,5.83575,5.92567,"Ind1_75DA24h_dedup_peak_18082"
"18083","chr10",20694344,20694506,163,20694461,9,8.3063,5.83575,5.92567,"Ind1_75DA24h_dedup_peak_18083"
"18084","chr10",20857915,20857996,82,20857928,6,4.99812,4.08502,2.88296,"Ind1_75DA24h_dedup_peak_18084"
"18085","chr10",20877716,20878240,525,20878179,15,15.9569,9.3372,13.17909,"Ind1_75DA24h_dedup_peak_18085"
"18086","chr10",20885813,20886017,205,20885941,22,20.97321,10.38424,17.99987,"Ind1_75DA24h_dedup_peak_18086"
"18087","chr10",20890537,20890908,372,20890661,31,24.54804,9.55922,21.44821,"Ind1_75DA24h_dedup_peak_18087"
"18088","chr10",20891464,20891635,172,20891578,50,50.56764,16.40762,46.70735,"Ind1_75DA24h_dedup_peak_18088"
"18089","chr10",20897281,20897408,128,20897367,21,20.79249,10.59432,17.82501,"Ind1_75DA24h_dedup_peak_18089"
"18090","chr10",20899002,20899167,166,20899069,17,16.66041,9.26874,13.85636,"Ind1_75DA24h_dedup_peak_18090"
"18091","chr10",20955386,20955499,114,20955423,13,13.28104,8.17005,10.62387,"Ind1_75DA24h_dedup_peak_18091"
"18092","chr10",20963771,20963940,170,20963803,7,6.05234,4.6686,3.8397,"Ind1_75DA24h_dedup_peak_18092"
"18093","chr10",20964046,20964141,96,20964070,6,4.99812,4.08502,2.88296,"Ind1_75DA24h_dedup_peak_18093"
"18094","chr10",20977484,20977576,93,20977507,6,4.99812,4.08502,2.88296,"Ind1_75DA24h_dedup_peak_18094"
"18095","chr10",20990600,20990836,237,20990763,14,14.60504,8.75362,11.8868,"Ind1_75DA24h_dedup_peak_18095"
"18096","chr10",21020699,21020814,116,21020753,7,6.05234,4.6686,3.8397,"Ind1_75DA24h_dedup_peak_18096"
"18097","chr10",21047699,21047800,102,21047746,13,13.28104,8.17005,10.62387,"Ind1_75DA24h_dedup_peak_18097"
"18098","chr10",21048199,21048364,166,21048228,10,9.49672,6.41932,7.04127,"Ind1_75DA24h_dedup_peak_18098"
"18099","chr10",21058116,21058275,160,21058231,12,11.98682,7.58647,9.39389,"Ind1_75DA24h_dedup_peak_18099"
"18100","chr10",21060776,21060892,117,21060815,8,7.15678,5.25217,4.85674,"Ind1_75DA24h_dedup_peak_18100"
"18101","chr10",21070044,21070204,161,21070173,10,9.49672,6.41932,7.04127,"Ind1_75DA24h_dedup_peak_18101"
"18102","chr10",21077881,21078020,140,21077971,8,7.15678,5.25217,4.85674,"Ind1_75DA24h_dedup_peak_18102"
"18103","chr10",21078812,21078916,105,21078897,12,11.98682,7.58647,9.39389,"Ind1_75DA24h_dedup_peak_18103"
"18104","chr10",21083801,21083971,171,21083937,11,10.72454,7.0029,8.19838,"Ind1_75DA24h_dedup_peak_18104"
"18105","chr10",21097560,21097671,112,21097584,6,4.99812,4.08502,2.88296,"Ind1_75DA24h_dedup_peak_18105"
"18106","chr10",21161728,21162026,299,21161907,14,14.60504,8.75362,11.8868,"Ind1_75DA24h_dedup_peak_18106"
"18107","chr10",21173494,21173803,310,21173600,10,4.70709,3.43962,2.64754,"Ind1_75DA24h_dedup_peak_18107"
"18108","chr10",21173889,21174657,769,21174102,28,22.12939,9.1645,19.11265,"Ind1_75DA24h_dedup_peak_18108"
