"","chr","start","end","length","abs_summit","pileup","-log10(pvalue)","fold_enrichment","-log10(qvalue)","name"
"3914","chr10",133159054,133159217,164,133159098,6,4.86156,4.00068,2.1202,"NA_peak_3914"
"3915","chr10",133257683,133257932,250,133257807,6,4.95685,4.05964,2.20487,"NA_peak_3915"
"3916","chr10",133308835,133309368,534,133309185,21,19.65815,9.91056,15.8614,"NA_peak_3916"
"3917","chr10",133318569,133318949,381,133318819,17,17.47016,9.75608,13.78245,"NA_peak_3917"
"3918","chr10",133324543,133324669,127,133324601,9,7.11726,5.10369,4.12738,"NA_peak_3918"
"3919","chr10",133373335,133373559,225,133373405,15,14.22142,8.30049,10.71383,"NA_peak_3919"
"3920","chr10",133393986,133394506,521,133394169,27,29.27889,13.62752,25.05916,"NA_peak_3920"
"3921","chr10",133687783,133688800,1018,133688292,100,58.02482,8.12564,53.02383,"NA_peak_3921"
"3922","chr10",133689066,133689886,821,133689427,113,72.37773,9.49173,67.20756,"NA_peak_3922"
"3923","chr10",133763119,133764031,913,133763749,33,23.83626,8.65377,19.84364,"NA_peak_3923"
"3924","chr10",133776074,133776284,211,133776130,9,11.18809,7.37577,7.87046,"NA_peak_3924"
"3925","chr10",133787142,133787422,281,133787361,29,35.06855,16.31632,30.63498,"NA_peak_3925"
"3926","chr10_GL383546v1_alt",214694,214864,171,214722,5,6.06117,4.59616,3.16979,"NA_peak_3926"
"3927","chr10_GL383546v1_alt",259881,260028,148,259946,7,8.58074,6.01333,5.45932,"NA_peak_3927"
"3928","chr10_GL383546v1_alt",305954,306098,145,306034,8,10.31466,6.89423,7.05653,"NA_peak_3928"
"3929","chr10_KI270824v1_alt",1048,1271,224,1125,8,10.31466,6.89423,7.05653,"NA_peak_3929"
"3930","chr10_KI270825v1_alt",116588,116920,333,116869,12,14.47055,8.95877,10.94851,"NA_peak_3930"
"3931","chr10_KI270825v1_alt",164815,165012,198,164914,5,5.63841,4.40482,2.81067,"NA_peak_3931"
"3932","chr11",189779,190245,467,190093,10,9.5093,6.4268,6.31217,"NA_peak_3932"
"3933","chr11",207330,207723,394,207507,25,22.93303,10.56359,18.98141,"NA_peak_3933"
"3934","chr11",220789,221067,279,220916,6,6.87705,5.1151,3.90998,"NA_peak_3934"
"3935","chr11",236511,236949,439,236881,11,11.05691,7.19809,7.74735,"NA_peak_3935"
"3936","chr11",321872,322043,172,321903,9,7.19694,5.15383,4.19974,"NA_peak_3936"
"3937","chr11",356068,356382,315,356309,8,7.23244,5.29762,4.23289,"NA_peak_3937"
"3938","chr11",398597,398769,173,398677,9,7.50496,5.3464,4.47198,"NA_peak_3938"
"3939","chr11",429217,429381,165,429269,6,5.49547,4.38261,2.68449,"NA_peak_3939"
"3940","chr11",448120,448528,409,448322,17,12.61595,6.8203,9.20536,"NA_peak_3940"
"3941","chr11",450167,450423,257,450325,26,22.63249,10.06091,18.69595,"NA_peak_3941"
"3942","chr11",460612,460891,280,460790,11,9.61184,6.32968,6.40728,"NA_peak_3942"
"3943","chr11",468467,468820,354,468693,8,7.43687,5.41922,4.40908,"NA_peak_3943"
"3944","chr11",469365,469501,137,469470,5,4.09255,3.55836,1.50652,"NA_peak_3944"
"3945","chr11",506772,507480,709,507043,10,8.60967,5.88104,5.4857,"NA_peak_3945"
"3946","chr11",519599,519981,383,519715,6,6.77879,5.06804,3.82014,"NA_peak_3946"
"3947","chr11",530718,530909,192,530782,7,5.97675,4.62256,3.11122,"NA_peak_3947"
"3948","chr11",535553,535760,208,535659,9,7.17019,5.13701,4.17564,"NA_peak_3948"
"3949","chr11",568443,568801,359,568516,17,17.14087,9.55858,13.47094,"NA_peak_3949"
"3950","chr11",576143,576474,332,576378,11,10.31799,6.76012,7.0589,"NA_peak_3950"
"3951","chr11",585295,585487,193,585359,6,6.29344,4.82395,3.38124,"NA_peak_3951"
"3952","chr11",615858,616097,240,616034,9,9.39998,6.46666,6.21142,"NA_peak_3952"
"3953","chr11",695056,695864,809,695205,29,26.29666,11.15239,22.19716,"NA_peak_3953"
"3954","chr11",747202,747482,281,747264,12,11.20633,7.11961,7.88679,"NA_peak_3954"
"3955","chr11",777415,777587,173,777443,9,5.72399,4.21525,2.88785,"NA_peak_3955"
"3956","chr11",798204,798377,174,798268,10,6.98188,4.85795,4.00464,"NA_peak_3956"
"3957","chr11",805314,805441,128,805410,11,6.7943,4.56886,3.83493,"NA_peak_3957"
"3958","chr11",809308,809932,625,809855,22,19.39571,9.44221,15.61113,"NA_peak_3958"
"3959","chr11",819374,819796,423,819463,13,11.39546,7.03118,8.06411,"NA_peak_3959"
"3960","chr11",830265,830399,135,830379,10,6.36792,4.46921,3.44867,"NA_peak_3960"
"3961","chr11",832676,832840,165,832754,12,7.90084,5.0723,4.83483,"NA_peak_3961"
"3962","chr11",844275,844465,191,844437,11,5.976,4.06711,3.11093,"NA_peak_3962"
"3963","chr11",889887,890026,140,889977,6,5.58689,4.43554,2.76615,"NA_peak_3963"
"3964","chr11",910779,910967,189,910892,17,17.52655,9.78979,13.83552,"NA_peak_3964"
"3965","chr11",925739,926113,375,925891,9,9.16703,6.33649,5.99615,"NA_peak_3965"
"3966","chr11",1051215,1051350,136,1051306,8,8.69298,6.12181,5.56263,"NA_peak_3966"
"3967","chr11",1080414,1080653,240,1080583,6,5.00588,4.08978,2.24785,"NA_peak_3967"
"3968","chr11",1097153,1097384,232,1097188,9,6.17595,4.5048,3.27397,"NA_peak_3968"
"3969","chr11",1097725,1097926,202,1097843,10,7.00344,4.87162,4.0242,"NA_peak_3969"
"3970","chr11",1098639,1098880,242,1098764,8,5.08307,3.94151,2.31714,"NA_peak_3970"
"3971","chr11",1262653,1262877,225,1262807,14,13.3296,7.99245,9.8757,"NA_peak_3971"
"3972","chr11",1296606,1296911,306,1296741,6,4.90875,4.02995,2.16168,"NA_peak_3972"
"3973","chr11",1309385,1310107,723,1309768,13,13.24578,8.14932,9.79625,"NA_peak_3973"
"3974","chr11",1389537,1389948,412,1389751,39,39.95625,15.11982,35.36383,"NA_peak_3974"
"3975","chr11",1437660,1437927,268,1437807,30,27.75423,11.63404,23.59512,"NA_peak_3975"
"3976","chr11",1503060,1503199,140,1503163,7,5.9491,4.60565,3.08821,"NA_peak_3976"
"3977","chr11",1510226,1510537,312,1510358,18,16.75796,9.05132,13.10857,"NA_peak_3977"
"3978","chr11",1652823,1652956,134,1652871,5,6.06117,4.59616,3.16979,"NA_peak_3978"
"3979","chr11",1670529,1670883,355,1670743,11,13.45466,8.49274,9.99226,"NA_peak_3979"
"3980","chr11",1763887,1764199,313,1764006,14,11.50876,6.87526,8.16987,"NA_peak_3980"
"3981","chr11",1842581,1842721,141,1842649,12,10.52011,6.69998,7.24779,"NA_peak_3981"
"3982","chr11",1863546,1863768,223,1863622,8,7.10269,5.21954,4.11382,"NA_peak_3982"
"3983","chr11",1871242,1871371,130,1871268,6,4.88505,4.01526,2.14054,"NA_peak_3983"
"3984","chr11",1882554,1882700,147,1882591,14,12.94122,7.75614,9.51124,"NA_peak_3984"
"3985","chr11",1939855,1940103,249,1939933,8,8.05032,5.77256,4.97163,"NA_peak_3985"
"3986","chr11",1968639,1968848,210,1968814,11,8.54494,5.66519,5.42664,"NA_peak_3986"
"3987","chr11",1969137,1969385,249,1969212,14,11.74063,7.01833,8.38651,"NA_peak_3987"
"3988","chr11",2120695,2120956,262,2120810,16,16.14063,9.21407,12.52407,"NA_peak_3988"
"3989","chr11",2137690,2137840,151,2137710,7,5.81464,4.52294,2.96712,"NA_peak_3989"
"3990","chr11",2303712,2303885,174,2303814,13,10.46352,6.45451,7.19551,"NA_peak_3990"
"3991","chr11",2315207,2315373,167,2315282,14,13.06781,7.83334,9.62943,"NA_peak_3991"
"3992","chr11",2375367,2375577,211,2375442,14,12.65621,7.58179,9.24358,"NA_peak_3992"
"3993","chr11",2390910,2391150,241,2391024,18,15.98825,8.58368,12.37974,"NA_peak_3993"
"3994","chr11",2400240,2400953,714,2400496,35,33.42253,13.01402,29.04662,"NA_peak_3994"
"3995","chr11",2420742,2420942,201,2420853,16,14.14488,8.00168,10.6417,"NA_peak_3995"
"3996","chr11",2592921,2593078,158,2592928,5,5.16873,4.17134,2.39348,"NA_peak_3996"
"3997","chr11",2699934,2700268,335,2700112,18,18.19612,9.92223,14.47124,"NA_peak_3997"
"3998","chr11",2716544,2716688,145,2716652,10,9.84319,6.62349,6.62161,"NA_peak_3998"
"3999","chr11",2778549,2778929,381,2778839,18,20.25754,11.1422,16.43176,"NA_peak_3999"
"4000","chr11",2788569,2788811,243,2788603,8,8.59369,6.06936,5.47071,"NA_peak_4000"
"4001","chr11",2837116,2837432,317,2837291,19,19.53676,10.44446,15.74611,"NA_peak_4001"
"4002","chr11",2859502,2859695,194,2859546,5,5.35301,4.26555,2.55746,"NA_peak_4002"
"4003","chr11",2888452,2888593,142,2888509,9,8.54183,5.97564,5.42433,"NA_peak_4003"
"4004","chr11",2902147,2902491,345,2902308,8,7.5803,5.50344,4.54119,"NA_peak_4004"
"4005","chr11",2912675,2912802,128,2912746,8,7.50783,5.46101,4.4739,"NA_peak_4005"
"4006","chr11",2921554,2921765,212,2921721,7,6.3937,4.87301,3.47248,"NA_peak_4006"
"4007","chr11",2992282,2992526,245,2992351,8,8.13524,5.81999,5.05006,"NA_peak_4007"
"4008","chr11",3057404,3057772,369,3057502,8,6.97776,5.14373,4.00177,"NA_peak_4008"
"4009","chr11",3160396,3160543,148,3160427,12,10.41446,6.6348,7.14912,"NA_peak_4009"
"4010","chr11",3217226,3217386,161,3217294,9,8.9902,6.23607,5.83275,"NA_peak_4010"
"4011","chr11",3257615,3257759,145,3257712,4,4.76469,3.83013,2.03329,"NA_peak_4011"
"4012","chr11",3379105,3379375,271,3379231,25,27.33172,13.1841,23.18854,"NA_peak_4012"
"4013","chr11",3422613,3423365,753,3423038,75,68.63652,15.7521,63.50158,"NA_peak_4013"
"4014","chr11",3443987,3444167,181,3444044,6,7.08468,5.21188,4.09758,"NA_peak_4014"
"4015","chr11",3581196,3581355,160,3581341,9,7.74634,5.49574,4.69314,"NA_peak_4015"
"4016","chr11",3642077,3642350,274,3642218,11,10.35835,6.7844,7.09758,"NA_peak_4016"
"4017","chr11",3653858,3654806,949,3654489,22,22.73128,11.44169,18.78974,"NA_peak_4017"
"4018","chr11",3797543,3798034,492,3797743,48,53.20561,18.70144,48.28755,"NA_peak_4018"
"4019","chr11",3831756,3831947,192,3831856,13,14.57041,8.90695,11.04208,"NA_peak_4019"
"4020","chr11",3841501,3841669,169,3841545,8,7.9267,5.70284,4.85872,"NA_peak_4020"
"4021","chr11",3854988,3855475,488,3855090,9,7.90556,5.59339,4.83879,"NA_peak_4021"
"4022","chr11",3859574,3859818,245,3859769,9,7.77765,5.515,4.72257,"NA_peak_4022"
"4023","chr11",3867645,3868070,426,3867998,7,6.99263,5.21619,4.0137,"NA_peak_4023"
"4024","chr11",4094556,4094900,345,4094651,23,26.13003,13.14389,22.03695,"NA_peak_4024"
"4025","chr11",4166631,4166856,226,4166819,6,6.59219,4.97647,3.65113,"NA_peak_4025"
"4026","chr11",4187437,4187829,393,4187763,11,10.65116,6.95939,7.36952,"NA_peak_4026"
"4027","chr11",4202879,4203015,137,4202916,5,5.27752,4.22736,2.48992,"NA_peak_4027"
"4028","chr11",4393540,4393840,301,4393760,8,8.79513,6.17519,5.65562,"NA_peak_4028"
"4029","chr11",4475273,4475406,134,4475277,4,4.76469,3.83013,2.03329,"NA_peak_4029"
"4030","chr11",4493366,4493504,139,4493422,7,7.59193,5.53733,4.55135,"NA_peak_4030"
"4031","chr11",4608074,4608352,279,4608216,28,32.97075,15.45207,28.6111,"NA_peak_4031"
"4032","chr11",5515001,5515217,217,5515023,4,4.45142,3.68788,1.8111,"NA_peak_4032"
"4033","chr11",5596107,5596255,149,5596178,7,7.7866,5.63648,4.73007,"NA_peak_4033"
"4034","chr11",5684809,5685193,385,5685026,19,21.48723,11.59898,17.6036,"NA_peak_4034"
"4035","chr11",5972586,5972762,177,5972693,4,4.76469,3.83013,2.03329,"NA_peak_4035"
"4036","chr11",6234622,6235316,695,6234846,61,62.59284,18.05813,57.52634,"NA_peak_4036"
"4037","chr11",6250045,6250171,127,6250137,4,4.08703,3.5071,1.50215,"NA_peak_4037"
"4038","chr11",6298739,6298877,139,6298774,5,6.06117,4.59616,3.16979,"NA_peak_4038"
"4039","chr11",6319827,6319970,144,6319934,11,9.71632,6.39396,6.50451,"NA_peak_4039"
"4040","chr11",6362535,6362814,280,6362720,17,16.77503,9.33805,13.12427,"NA_peak_4040"
"4041","chr11",6363168,6363303,136,6363281,9,7.27841,5.20496,4.27429,"NA_peak_4041"
"4042","chr11",6389997,6390545,549,6390446,17,18.17805,10.17661,14.45474,"NA_peak_4042"
"4043","chr11",6419263,6419538,276,6419484,10,11.85049,7.71562,8.48772,"NA_peak_4043"
"4044","chr11",6469180,6469352,173,6469245,16,15.63138,8.90734,12.04262,"NA_peak_4044"
"4045","chr11",6481295,6481638,344,6481412,22,23.8159,12.09136,19.82355,"NA_peak_4045"
"4046","chr11",6534005,6534162,158,6534047,4,4.17968,3.55462,1.58041,"NA_peak_4046"
"4047","chr11",6568662,6568826,165,6568744,8,8.357,5.94206,5.2538,"NA_peak_4047"
"4048","chr11",6603576,6603735,160,6603583,8,5.20375,4.0198,2.42508,"NA_peak_4048"
"4049","chr11",6604071,6604484,414,6604355,12,9.1093,5.82291,5.94377,"NA_peak_4049"
"4050","chr11",6607049,6607195,147,6607097,16,12.31917,6.88918,8.92666,"NA_peak_4050"
"4051","chr11",6612157,6612697,541,6612358,18,15.86749,8.5104,12.26544,"NA_peak_4051"
"4052","chr11",6619211,6619579,369,6619537,11,9.61184,6.32968,6.40728,"NA_peak_4052"
"4053","chr11",6683028,6683627,600,6683462,22,24.09075,12.25509,20.0861,"NA_peak_4053"
"4054","chr11",6817822,6818159,338,6817922,6,7.42378,5.36218,4.3972,"NA_peak_4054"
"4055","chr11",7251793,7252430,638,7251912,16,17.7457,10.15858,14.04409,"NA_peak_4055"
"4056","chr11",7513620,7513901,282,7513718,12,13.30208,8.33814,9.84977,"NA_peak_4056"
"4057","chr11",7665823,7665968,146,7665883,7,8.33303,5.90061,5.23119,"NA_peak_4057"
"4058","chr11",7987143,7987344,202,7987219,6,5.84747,4.58315,2.99687,"NA_peak_4058"
"4059","chr11",8068819,8068954,136,8068874,6,6.33417,4.84517,3.41743,"NA_peak_4059"
"4060","chr11",8168848,8168979,132,8168848,4,4.68382,3.79458,2.00784,"NA_peak_4060"
"4061","chr11",8234190,8234328,139,8234229,6,6.41749,4.88816,3.49356,"NA_peak_4061"
"4062","chr11",8283833,8283977,145,8283843,4,4.02771,3.47612,1.45129,"NA_peak_4062"
"4063","chr11",8328910,8329222,313,8329065,11,10.5234,6.8833,7.25073,"NA_peak_4063"
"4064","chr11",8344212,8344343,132,8344257,7,7.7866,5.63648,4.73007,"NA_peak_4064"
"4065","chr11",8594019,8594341,323,8594251,11,14.98358,9.19231,11.43206,"NA_peak_4065"
"4066","chr11",8682605,8682875,271,8682733,15,15.51684,9.07848,11.93511,"NA_peak_4066"
"4067","chr11",8688864,8689157,294,8688933,17,17.81537,9.96191,14.11003,"NA_peak_4067"
"4068","chr11",8826381,8826572,192,8826541,4,4.56414,3.74047,1.90745,"NA_peak_4068"
"4069","chr11",8832617,8832984,368,8832657,7,7.68777,5.58647,4.63939,"NA_peak_4069"
"4070","chr11",8870585,8871163,579,8871136,6,6.59219,4.97647,3.65113,"NA_peak_4070"
"4071","chr11",8911084,8911653,570,8911168,21,24.27249,12.66555,20.25894,"NA_peak_4071"
"4072","chr11",8925695,8925829,135,8925755,5,5.63841,4.40482,2.81067,"NA_peak_4072"
"4073","chr11",8964146,8965114,969,8964539,16,13.4414,7.57148,9.97974,"NA_peak_4073"
"4074","chr11",9003795,9004066,272,9004002,6,6.25332,4.80292,3.34402,"NA_peak_4074"
"4075","chr11",9169743,9169956,214,9169847,8,9.60564,6.57655,6.40156,"NA_peak_4075"
"4076","chr11",9265274,9265574,301,9265344,11,10.39906,6.80886,7.13433,"NA_peak_4076"
"4077","chr11",9269766,9269912,147,9269800,10,9.31324,6.30969,6.13069,"NA_peak_4077"
"4078","chr11",9314533,9314924,392,9314659,24,25.56793,12.47605,21.49862,"NA_peak_4078"
"4079","chr11",9319412,9319540,129,9319442,11,9.06164,5.9885,5.89846,"NA_peak_4079"
"4080","chr11",9364314,9364642,329,9364457,22,24.44618,12.4661,20.4251,"NA_peak_4080"
"4081","chr11",9385012,9385248,237,9385087,9,9.85757,6.71496,6.63506,"NA_peak_4081"
"4082","chr11",9460588,9461039,452,9460823,49,53.96646,18.67553,49.03463,"NA_peak_4082"
"4083","chr11",9565818,9566289,472,9566163,13,12.75587,7.85868,9.33646,"NA_peak_4083"
"4084","chr11",9573139,9573766,628,9573526,28,27.53587,12.22423,23.38509,"NA_peak_4084"
"4085","chr11",9613226,9613402,177,9613370,8,9.47808,6.51605,6.2837,"NA_peak_4085"
"4086","chr11",9663924,9664083,160,9663999,10,10.65302,7.08422,7.37093,"NA_peak_4086"
"4087","chr11",9738128,9738308,181,9738201,8,9.47808,6.51605,6.2837,"NA_peak_4087"
"4088","chr11",9758818,9759421,604,9759088,46,45.6717,15.43109,40.92044,"NA_peak_4088"
"4089","chr11",9765592,9765876,285,9765811,10,10.75908,7.14267,7.47045,"NA_peak_4089"
"4090","chr11",9906057,9906196,140,9906107,8,10.31466,6.89423,7.05653,"NA_peak_4090"
"4091","chr11",10249690,10249831,142,10249738,8,10.31466,6.89423,7.05653,"NA_peak_4091"
"4092","chr11",10293685,10294216,532,10293915,10,10.30096,6.88696,7.04616,"NA_peak_4092"
"4093","chr11",10304653,10305072,420,10305012,10,6.4604,4.52765,3.53276,"NA_peak_4093"
"4094","chr11",10307790,10308015,226,10307892,11,7.51447,5.01799,4.47989,"NA_peak_4094"
"4095","chr11",10351773,10352057,285,10351977,6,7.19461,5.26166,4.19792,"NA_peak_4095"
"4096","chr11",10459071,10459218,148,10459167,5,4.09255,3.55836,1.50652,"NA_peak_4096"
"4097","chr11",10509207,10509993,787,10509642,3004,3070.9668,27.27744,3064.0083,"NA_peak_4097"
"4098","chr11",10540923,10541501,579,10541211,16,18.60152,10.64349,14.85563,"NA_peak_4098"
"4099","chr11",10735712,10736007,296,10735899,17,20.84471,11.68801,16.99183,"NA_peak_4099"
"4100","chr11",10750928,10751363,436,10750965,11,13.8591,8.68807,10.37325,"NA_peak_4100"
"4101","chr11",10792570,10792736,167,10792707,14,17.05561,10.11559,13.38998,"NA_peak_4101"
"4102","chr11",10808677,10809481,805,10808957,28,28.2238,12.63013,24.04446,"NA_peak_4102"
"4103","chr11",10857790,10858476,687,10858162,29,32.95606,15.06681,28.59703,"NA_peak_4103"
"4104","chr11",10900008,10900470,463,10900138,7,6.80393,5.11034,3.84314,"NA_peak_4104"
"4105","chr11",10931205,10931491,287,10931379,12,10.6646,6.7889,7.38185,"NA_peak_4105"
"4106","chr11",10933932,10934201,270,10933979,18,18.14163,9.88942,14.42013,"NA_peak_4106"
"4107","chr11",11010695,11010954,260,11010769,6,7.19461,5.26166,4.19792,"NA_peak_4107"
"4108","chr11",11035396,11035537,142,11035430,8,8.90029,6.2295,5.74911,"NA_peak_4108"
"4109","chr11",11148051,11148422,372,11148255,13,13.7273,8.4299,10.24885,"NA_peak_4109"
"4110","chr11",11171388,11171786,399,11171503,20,21.93064,11.5815,18.02654,"NA_peak_4110"
"4111","chr11",11296584,11296730,147,11296652,10,12.06176,7.82017,8.68452,"NA_peak_4111"
"4112","chr11",11329460,11329707,248,11329587,14,14.96566,8.96346,11.41552,"NA_peak_4112"
"4113","chr11",11620481,11620724,244,11620624,14,12.19832,7.30046,8.81295,"NA_peak_4113"
"4114","chr11",11622047,11622283,237,11622186,23,23.55775,11.60894,19.57783,"NA_peak_4114"
"4115","chr11",11841321,11841622,302,11841578,8,8.69298,6.12181,5.56263,"NA_peak_4115"
"4116","chr11",11841766,11842251,486,11842160,5,4.99816,4.08121,2.24133,"NA_peak_4116"
"4117","chr11",11992386,11992599,214,11992494,12,12.39979,7.82777,9.00226,"NA_peak_4117"
"4118","chr11",12008862,12009071,210,12008879,5,3.92501,3.45424,1.36326,"NA_peak_4118"
"4119","chr11",12009398,12009771,374,12009439,12,11.907,7.53934,8.54041,"NA_peak_4119"
"4120","chr11",12044175,12044704,530,12044459,11,10.69454,6.98513,7.41064,"NA_peak_4120"
"4121","chr11",12067017,12067188,172,12067156,8,8.90029,6.2295,5.74911,"NA_peak_4121"
"4122","chr11",12086359,12086832,474,12086457,11,9.50972,6.26667,6.31217,"NA_peak_4122"
"4123","chr11",12103979,12104174,196,12104095,11,11.93425,7.69675,8.56455,"NA_peak_4123"
"4124","chr11",12110274,12110616,343,12110435,35,35.68124,14.29442,31.22608,"NA_peak_4124"
"4125","chr11",12120094,12120398,305,12120155,9,8.42811,5.90834,5.31978,"NA_peak_4125"
"4126","chr11",12158979,12159155,177,12159021,8,7.19953,5.27788,4.20191,"NA_peak_4126"
"4127","chr11",12167315,12167654,340,12167524,9,8.106,5.71526,5.02291,"NA_peak_4127"
"4128","chr11",12175892,12176132,241,12175997,8,7.33312,5.35773,4.32281,"NA_peak_4128"
"4129","chr11",12182731,12182990,260,12182819,14,11.84301,7.08148,8.4806,"NA_peak_4129"
"4130","chr11",12200930,12201516,587,12201283,27,26.81656,12.16096,22.69573,"NA_peak_4130"
"4131","chr11",12258625,12258764,140,12258652,8,7.76844,5.61246,4.71405,"NA_peak_4131"
"4132","chr11",12261289,12261443,155,12261381,7,7.0318,5.23789,4.05039,"NA_peak_4132"
"4133","chr11",12287881,12288101,221,12287918,8,7.10269,5.21954,4.11382,"NA_peak_4133"
"4134","chr11",12331434,12331563,130,12331493,6,7.42378,5.36218,4.3972,"NA_peak_4134"
"4135","chr11",12377467,12378021,555,12377976,8,7.65432,5.54654,4.6087,"NA_peak_4135"
"4136","chr11",12398015,12398299,285,12398090,14,17.05561,10.11559,13.38998,"NA_peak_4136"
"4137","chr11",12411857,12412174,318,12411937,11,12.8017,8.16242,9.38009,"NA_peak_4137"
"4138","chr11",12582063,12582257,195,12582189,5,6.06117,4.59616,3.16979,"NA_peak_4138"
"4139","chr11",12668168,12668367,200,12668267,5,5.47107,4.32414,2.66276,"NA_peak_4139"
"4140","chr11",12674126,12674705,580,12674333,17,17.64068,9.85792,13.944,"NA_peak_4140"
"4141","chr11",12680470,12680649,180,12680541,6,7.42378,5.36218,4.3972,"NA_peak_4141"
"4142","chr11",12744893,12745065,173,12744979,15,15.62845,9.14441,12.03999,"NA_peak_4142"
"4143","chr11",12746689,12746897,209,12746803,16,17.22933,9.85914,13.55361,"NA_peak_4143"
"4144","chr11",12800254,12800627,374,12800322,6,6.46013,4.90994,3.53254,"NA_peak_4144"
"4145","chr11",12900625,12900851,227,12900730,12,14.17133,8.80457,10.66741,"NA_peak_4145"
"4146","chr11",12906115,12906282,168,12906150,4,4.76469,3.83013,2.03329,"NA_peak_4146"
"4147","chr11",12964186,12964341,156,12964218,6,7.42378,5.36218,4.3972,"NA_peak_4147"
"4148","chr11",13009178,13009306,129,13009211,7,7.7368,5.61136,4.68428,"NA_peak_4148"
"4149","chr11",13118275,13118521,247,13118399,6,7.42378,5.36218,4.3972,"NA_peak_4149"
"4150","chr11",13135424,13135600,177,13135552,8,10.31466,6.89423,7.05653,"NA_peak_4150"
"4151","chr11",13207735,13207862,128,13207794,8,9.60564,6.57655,6.40156,"NA_peak_4151"
"4152","chr11",13277273,13277715,443,13277547,20,21.20766,11.15168,17.33696,"NA_peak_4152"
"4153","chr11",13368075,13368205,131,13368098,5,5.51179,4.34403,2.69844,"NA_peak_4153"
"4154","chr11",13462968,13463405,438,13463268,16,17.3548,9.93233,13.67315,"NA_peak_4154"
"4155","chr11",13668238,13668693,456,13668529,27,27.82403,12.75951,23.6618,"NA_peak_4155"
"4156","chr11",14030045,14030301,257,14030163,13,15.71945,9.52282,12.12565,"NA_peak_4156"
"4157","chr11",14137352,14137641,290,14137516,18,19.97588,10.97858,16.16356,"NA_peak_4157"
"4158","chr11",14358408,14358611,204,14358528,6,5.58689,4.43554,2.76615,"NA_peak_4158"
"4159","chr11",14359067,14359220,154,14359158,9,9.03366,6.26088,5.87214,"NA_peak_4159"
"4160","chr11",14422385,14422736,352,14422553,30,34.36838,15.51951,29.95862,"NA_peak_4160"
"4161","chr11",14499712,14499864,153,14499848,6,6.77879,5.06804,3.82014,"NA_peak_4161"
"4162","chr11",14519918,14520602,685,14520460,10,10.34954,6.91447,7.08921,"NA_peak_4162"
"4163","chr11",14643631,14643953,323,14643748,14,16.13156,9.62093,12.51546,"NA_peak_4163"
"4164","chr11",14892146,14892445,300,14892279,23,25.82474,12.96346,21.74414,"NA_peak_4164"
"4165","chr11",15074742,15075186,445,15075069,16,16.74939,9.57684,13.10018,"NA_peak_4165"
"4166","chr11",15650047,15650385,339,15650276,13,14.70191,8.97954,11.16576,"NA_peak_4166"
"4167","chr11",15670878,15671063,186,15670960,10,7.95352,5.47211,4.88405,"NA_peak_4167"
"4168","chr11",15673445,15673737,293,15673584,20,20.95943,11.00319,17.10078,"NA_peak_4168"
"4169","chr11",15793337,15793530,194,15793480,5,6.06117,4.59616,3.16979,"NA_peak_4169"
"4170","chr11",15911618,15912004,387,15911818,14,13.99036,8.39009,10.49605,"NA_peak_4170"
"4171","chr11",15920987,15921185,199,15921080,10,10.75908,7.14267,7.47045,"NA_peak_4171"
"4172","chr11",16607786,16607926,141,16607838,10,7.87175,5.42072,4.80935,"NA_peak_4172"
"4173","chr11",16613752,16614160,409,16613861,11,11.44962,7.42445,8.11534,"NA_peak_4173"
"4174","chr11",16669913,16670075,163,16670022,9,9.49717,6.52024,6.3013,"NA_peak_4174"
"4175","chr11",16738460,16738667,208,16738619,16,18.60152,10.64349,14.85563,"NA_peak_4175"
"4176","chr11",16820521,16820723,203,16820570,9,10.02266,6.80202,6.78674,"NA_peak_4176"
"4177","chr11",16856102,16856341,240,16856132,7,6.36191,4.85423,3.44346,"NA_peak_4177"
"4178","chr11",16863445,16863696,252,16863583,14,15.45621,9.24423,11.87814,"NA_peak_4178"
"4179","chr11",16925625,16926077,453,16925801,23,24.55862,12.20928,20.53349,"NA_peak_4179"
"4180","chr11",16933911,16934207,297,16933987,15,16.09556,9.418,12.48139,"NA_peak_4180"
"4181","chr11",17063508,17063807,300,17063635,10,12.06176,7.82017,8.68452,"NA_peak_4181"
"4182","chr11",17077405,17077889,485,17077712,11,11.05691,7.19809,7.74735,"NA_peak_4182"
"4183","chr11",17207671,17208278,608,17208057,19,19.8306,10.62065,16.02531,"NA_peak_4183"
"4184","chr11",17276508,17276968,461,17276681,26,31.53703,15.31994,27.23146,"NA_peak_4184"
"4185","chr11",17386614,17386861,248,17386748,14,11.84301,7.08148,8.4806,"NA_peak_4185"
"4186","chr11",17454233,17454382,150,17454375,5,5.09897,4.13482,2.33152,"NA_peak_4186"
"4187","chr11",17531753,17531906,154,17531836,8,7.33312,5.35773,4.32281,"NA_peak_4187"
"4188","chr11",17731118,17731254,137,17731171,8,7.43687,5.41922,4.40908,"NA_peak_4188"
"4189","chr11",17923309,17923648,340,17923571,14,16.20342,9.6603,12.5835,"NA_peak_4189"
"4190","chr11",18012874,18013446,573,18013048,24,24.56301,11.8737,20.53714,"NA_peak_4190"
"4191","chr11",18105821,18106347,527,18106109,7,8.216,5.84583,5.12469,"NA_peak_4191"
"4192","chr11",18322112,18322609,498,18322404,17,18.89442,10.59525,15.13357,"NA_peak_4192"
"4193","chr11",18383859,18384017,159,18383986,7,6.84075,5.13117,3.87668,"NA_peak_4193"
