time,peak,med_24h_lfc
24 hours,chr3.134140193.134140634,-2.119350104395439
24 hours,chr1.200896383.200897010,1.7609678871002266
24 hours,chr6.72286682.72287527,1.2415442225935827
24 hours,chr6.73079628.73080220,1.9813253601265801
24 hours,chr14.54761664.54762770,0.8732769015540836
24 hours,chr5.165143777.165144189,-1.1865142486411773
24 hours,chr6.10138928.10139525,2.0400076554035715
24 hours,chr10.8054588.8055151,1.906546183290678
24 hours,chr18.7945855.7946221,1.3977945195056827
24 hours,chr11.73465114.73465613,-1.442476109372627
24 hours,chr9.81787838.81788490,1.460365757388493
24 hours,chr7.64907578.64908018,-1.1463004244275337
24 hours,chr1.226662713.226663345,1.2627438208751465
24 hours,chr13.35349562.35350207,1.5059122082852325
24 hours,chr1.70156599.70156843,1.9091866352038431
24 hours,chr4.24382411.24383074,0.9897380407458085
24 hours,chr14.89544674.89544946,2.776080279452394
24 hours,chr2.7819866.7820376,1.1854610859838102
24 hours,chr19.29844211.29845910,-0.3467252149411033
24 hours,chr1.66623649.66624968,1.149090996338281
24 hours,chr11.6251946.6252409,0.975008311057475
24 hours,chr2.47357326.47357942,1.0573463728024617
24 hours,chr4.153232584.153233132,-1.2181289375416777
24 hours,chr9.112810664.112811204,-1.4464917763357676
24 hours,chr18.416189.416621,2.085586607554599
24 hours,chr1.47796538.47797175,1.6313688236829784
24 hours,chr1.219445942.219446862,1.1800667867038932
24 hours,chr12.3476183.3476849,1.3003771945342368
24 hours,chr20.50573167.50573684,-1.5343498145999108
24 hours,chr2.173881559.173882391,1.4007811181261045
24 hours,chr15.92930147.92931160,0.9631354200765356
24 hours,chr9.96026587.96027527,0.8961818472315061
24 hours,chr10.53702398.53702924,-2.361456458149447
24 hours,chr13.31188413.31188854,-2.3680966783925466
24 hours,chr11.134045722.134046011,-1.8075450515703912
24 hours,chrX.54999545.55000685,-0.42673586414945497
24 hours,chr10.51860276.51860871,2.3929730961779887
24 hours,chr15.49438844.49439452,-1.380164878583972
24 hours,chr22.31371152.31371913,1.6495449903445136
24 hours,chr19.45275442.45275638,-2.031624810286535
24 hours,chr2.132914699.132915441,-1.7059356833535337
24 hours,chrX.39990248.39990870,-2.6390746149809012
24 hours,chr19.3409597.3410092,-1.1441598299570968
24 hours,chr14.28167165.28167616,-1.6964380353331148
24 hours,chr2.74653847.74654817,-0.43429839577719953
24 hours,chrX.68795811.68796074,-2.3647075922783953
24 hours,chr16.4556229.4556742,2.1099592372374776
24 hours,chr12.32118853.32119251,-1.8009363608422464
24 hours,chr1.213123472.213124264,1.6728496500792023
24 hours,chr2.112493609.112494517,0.905380883109812
24 hours,chr11.68751327.68751806,-1.0276493016943058
24 hours,chr3.68705833.68706629,-1.5162764109658466
24 hours,chr10.114625164.114625470,1.3164511130341756
24 hours,chr12.112198862.112199438,0.9513405264940926
24 hours,chr2.200944419.200945450,1.2347680804333894
24 hours,chr2.217887801.217888487,-1.1166702530072348
24 hours,chr21.29181552.29182741,1.3432835947746269
24 hours,chr16.74563780.74564158,1.6762427113484009
24 hours,chr17.30040562.30041147,1.8551241706759143
24 hours,chr16.87557067.87557506,-1.3898120021079856
24 hours,chr15.39597627.39599528,-1.0630173936207905
24 hours,chr2.10367833.10368530,1.58125635251099
24 hours,chr8.11941965.11943331,-1.3859281091033004
24 hours,chr13.40271649.40272802,0.8403316133733716
24 hours,chr8.49956947.49957722,0.9547583679658795
24 hours,chr2.119257286.119257473,-1.463264395943355
24 hours,chr3.149016432.149017714,1.0034435191736897
24 hours,chr3.33035644.33036244,1.8338517452768783
24 hours,chr7.70684497.70684734,1.1651568094818976
24 hours,chr3.63947505.63948114,-1.9205504635773545
24 hours,chr5.91049877.91050241,1.4358466758271287
24 hours,chr4.108338036.108338334,2.6320255610952543
24 hours,chr1.47588018.47588822,0.7199168637490572
24 hours,chr1.21937182.21937752,-0.7177855473308523
24 hours,chr16.54072334.54072730,-1.6442613786497815
24 hours,chr20.50071162.50071733,-0.7734056951529138
24 hours,chr17.17733322.17733746,1.2128620502158114
24 hours,chr1.159992204.159992604,-1.18502863804239
24 hours,chr12.118497933.118498731,-1.7361743999502224
24 hours,chr4.102843135.102843569,1.8490074709325772
24 hours,chr12.53324657.53325338,-0.6393323949467389
24 hours,chr17.30555162.30555827,-1.34197620351944
24 hours,chr14.92519476.92520324,1.2398990232707001
24 hours,chr4.146495125.146496046,1.4257408239890852
24 hours,chr1.20660634.20662134,-0.2784920614793842
24 hours,chr8.56190857.56191368,1.1412332665657245
24 hours,chr13.92362691.92363069,-1.2017207809329835
24 hours,chr19.3185025.3186769,-0.37808030311062435
24 hours,chr22.18994792.18995283,-1.2135748854604738
24 hours,chr8.29770248.29770967,1.4387465682452039
24 hours,chr19.16338780.16339538,-0.7477447630516867
24 hours,chrX.55008928.55009365,-1.4823093568842356
24 hours,chr12.82650513.82651099,0.8410538661279876
24 hours,chr17.44210166.44210869,-0.7071009303605695
24 hours,chr7.102875723.102876304,1.4566191534514483
24 hours,chr14.71164972.71165664,0.3790484487272163
24 hours,chr2.168975826.168976673,1.6854775009570855
24 hours,chr16.85561333.85561554,-1.3167532058261935
24 hours,chr7.115340835.115341293,2.4797474393878605
24 hours,chr7.70325640.70326242,1.8874083036368565
24 hours,chr1.237252010.237252509,1.6822805745788227
24 hours,chr1.87644575.87645309,2.32968219482898
24 hours,chr11.69685770.69686294,-0.6826100734440379
24 hours,chr19.40613735.40615357,-0.45817598945597826
24 hours,chr8.134581047.134581370,2.98678214157575
24 hours,chr2.236820264.236820711,-2.2964112696869297
24 hours,chr15.72263655.72264321,2.4934765361034037
24 hours,chr1.115051908.115052233,2.110309297960049
24 hours,chr1.53837707.53838740,-0.5359776838082544
24 hours,chr11.66051779.66052921,-0.5585761383660266
24 hours,chr1.154869996.154870563,-0.8270007601537355
24 hours,chr6.90008702.90009502,1.1619345350133388
24 hours,chr5.14305075.14305979,1.3084700331715284
24 hours,chr8.32631413.32631752,2.349686200039189
24 hours,chr2.144331813.144333078,-0.4703833275538978
24 hours,chr7.150988198.150989206,-1.201994515206931
24 hours,chr8.96326646.96327049,-1.4709663531811303
24 hours,chr11.75498955.75499845,1.6992371747561126
24 hours,chr12.19846562.19846840,2.593427014112186
24 hours,chrX.69027359.69028092,1.5457583983234056
24 hours,chr6.73570881.73571709,-2.0107001568296754
24 hours,chr12.108043817.108044067,-1.3878216741119025
24 hours,chr11.123493310.123493951,1.067037593501815
24 hours,chr11.45179126.45179895,0.729965595039157
24 hours,chr2.187390794.187391297,0.9364301443649117
24 hours,chr6.43328093.43329089,0.5735739687384966
24 hours,chr12.121175511.121176515,1.7283701782362213
24 hours,chr6.36131462.36132454,0.5301533598444932
24 hours,chr9.128361770.128362659,-0.7109065632832978
24 hours,chr20.9218390.9219285,0.9559946437721178
24 hours,chr9.86753871.86754473,1.4458256136501009
24 hours,chr22.23302526.23303001,-1.1900119275255654
24 hours,chr18.44802498.44803579,0.44000249291759497
24 hours,chr1.156086371.156086612,-0.9090152364000335
24 hours,chr10.17075316.17076030,1.4878937280781572
24 hours,chr9.127937140.127938150,-0.4648662962061656
24 hours,chr3.132380949.132382081,1.562517919624077
24 hours,chr1.30706514.30707085,-0.7879136541762923
24 hours,chr9.83875549.83875858,-2.2333608866781027
24 hours,chr6.149060990.149061573,0.6957105063064584
24 hours,chr8.20814962.20816083,-2.0840287242453845
24 hours,chrX.19569265.19569950,-2.392152663986534
24 hours,chr10.11795331.11795920,1.9819770060934032
24 hours,chr4.128107808.128108410,2.52199811640173
24 hours,chr1.63322277.63322903,1.8286568852384741
24 hours,chr1.117092998.117093746,0.9054524251293712
24 hours,chr15.74598006.74598859,-0.7424282543625362
24 hours,chr4.147822128.147822609,1.2294669777569027
24 hours,chr3.189863107.189863540,-1.6272287481678058
24 hours,chr22.37254103.37254505,2.0091303341204285
24 hours,chr1.21920230.21921526,-0.7880370011005167
24 hours,chr8.131916411.131917505,1.1594493649196012
24 hours,chr14.63471219.63471633,2.4720386437710244
24 hours,chr13.20141231.20141956,-1.7639669773602344
24 hours,chr6.44116495.44116990,1.6016115438811842
24 hours,chr12.74515863.74516939,1.725978706879181
24 hours,chr7.50625445.50625652,-2.4068271659142617
24 hours,chrX.71315831.71316234,2.136186460330416
24 hours,chr6.136127887.136128292,-1.4784959058047995
24 hours,chr22.50305502.50306562,0.8908659784375565
24 hours,chr11.29282181.29282641,1.846380382673886
24 hours,chr15.34810464.34811095,1.021241543262541
24 hours,chr2.106143460.106143970,1.314367741300265
24 hours,chr2.13102212.13103163,1.4526815575598548
24 hours,chr2.150080120.150080494,1.9606724861218285
24 hours,chr18.12074864.12074982,-1.6180848092983422
24 hours,chr10.3452808.3453295,2.0842459668880085
24 hours,chr12.60078015.60078401,2.5541140475021313
24 hours,chr7.34837781.34838648,1.5811738053503825
24 hours,chr19.42244559.42244985,-0.6307588206582468
24 hours,chr18.68232828.68233320,-3.3804267714500686
24 hours,chr10.87767243.87767561,1.7102060111968174
24 hours,chr12.51827908.51828316,1.5136611911159001
24 hours,chr1.230915104.230915387,0.9742199484602279
24 hours,chr15.39266992.39267257,2.588381164427603
24 hours,chr16.65737793.65738184,-1.7150305381204785
24 hours,chr18.49486676.49487548,-0.29980662798023605
24 hours,chr18.44789729.44790096,1.9650471598995776
24 hours,chr7.111076218.111076784,2.821483251805876
24 hours,chr2.120850456.120850826,-1.7030783694033165
24 hours,chr10.3898786.3899140,0.7175784639057454
24 hours,chr13.109243341.109244079,0.555523591635521
24 hours,chrX.19846747.19847383,1.3797317709705812
24 hours,chr15.79863963.79864412,2.6049496674703096
24 hours,chr21.36478251.36478837,1.4816986972442785
24 hours,chr7.33841529.33842266,2.4070003362809125
24 hours,chr2.99928713.99929000,-1.599185684121609
24 hours,chr5.141814038.141814430,-1.2118158439241722
24 hours,chr5.166710126.166710726,1.3218017667605464
24 hours,chr2.26068662.26068974,2.511331902965928
24 hours,chr4.156933572.156934456,1.6469082812305387
24 hours,chr5.79193714.79194153,2.3414211144624155
24 hours,chr5.54448054.54448439,-1.6653294591765655
24 hours,chr13.64928762.64929577,1.380556633360596
24 hours,chr7.90495274.90495724,-1.4161235584361362
24 hours,chr11.61961578.61962060,-1.1489085248806465
24 hours,chrX.42900939.42901390,1.8869666518278168
24 hours,chrX.54479376.54479739,-1.0829544446765933
24 hours,chr1.47521185.47521851,-1.4981929973294508
24 hours,chr7.130141158.130142038,-0.7890510701609035
24 hours,chr22.33605617.33606146,-1.570520890436295
24 hours,chr1.116585857.116586182,-1.49322316812455
24 hours,chr7.816359.816712,-0.9253334576255678
24 hours,chr12.28941306.28941977,2.5477918892794467
24 hours,chr10.29553641.29554021,1.4597253475875467
24 hours,chr9.87642414.87642911,-1.3697415440826763
24 hours,chr1.27139010.27139539,0.9429550248912015
24 hours,chr2.42946623.42947163,1.6858486124899645
24 hours,chr9.2229166.2229789,0.8843754110891079
24 hours,chr12.49288255.49289429,1.552496551511142
24 hours,chr10.35421317.35422023,1.0877065607062488
24 hours,chr7.4620461.4620776,1.7383669040336183
24 hours,chr12.123383575.123384530,-0.42090462351898505
24 hours,chr8.10410345.10410699,-1.8188740071554705
24 hours,chr4.133390167.133390747,0.9679779365924946
24 hours,chr10.78861521.78862198,-1.8408453082040892
24 hours,chr8.79869412.79869879,1.1057451280678696
24 hours,chr12.123055974.123056490,1.3691995353264717
24 hours,chr20.6599676.6600237,1.5696695298016259
24 hours,chr7.99404147.99404552,2.299916642695756
24 hours,chr5.172596508.172597766,1.26215714044791
24 hours,chr3.56852046.56852926,2.421808680865151
24 hours,chr16.68704335.68704686,-1.1525428263357975
24 hours,chr6.69138933.69139484,0.8365711543939525
24 hours,chr8.57930900.57931514,0.5272121789350983
24 hours,chr3.91356593.91357265,2.4205672995963647
24 hours,chr11.75554229.75554786,-1.232572262379282
24 hours,chr10.114519984.114520725,1.1059095332950641
24 hours,chr5.154691352.154691935,-1.2664510717850819
24 hours,chr1.9529226.9529570,1.6611397476989946
24 hours,chr4.128387998.128388532,1.641415908511594
24 hours,chr4.75800891.75801379,2.055390327370141
24 hours,chr4.69983913.69984589,1.2096700515781302
24 hours,chr3.112149087.112149619,1.7057707537545457
24 hours,chrX.119374551.119375112,1.3107584068982057
24 hours,chr11.2305242.2305899,-0.8230507357148924
24 hours,chr13.51793310.51793970,1.4997782221427338
24 hours,chr12.13124778.13125545,0.9883789057562686
24 hours,chr16.57513474.57513761,-1.4883642986960368
24 hours,chr5.43854578.43855758,0.6477461222486887
24 hours,chr1.63857373.63858030,-1.6683339701173976
24 hours,chr17.1553519.1554328,-1.232144882002841
24 hours,chr4.169115704.169116641,1.1184704655701907
24 hours,chr16.3513908.3514453,2.4295902555794737
24 hours,chr10.3827365.3828772,0.8678821269784662
24 hours,chr18.10406166.10406478,-2.2838664978293632
24 hours,chr22.29071269.29072201,1.1211242681220852
24 hours,chr11.69657794.69658592,-0.6093087823654191
24 hours,chr12.3090361.3090653,2.2057181187636976
24 hours,chr2.172848566.172848898,-2.155483919507737
24 hours,chr10.5906754.5906999,1.9448670836221824
24 hours,chr19.30224956.30225397,1.726432753752105
24 hours,chr6.41463180.41463763,-1.5913818965648159
24 hours,chr7.44764604.44765415,1.338781713458521
24 hours,chr10.35413048.35413757,1.0856686291340312
24 hours,chr2.64858220.64858508,-1.1826083232763172
24 hours,chr2.234178258.234179193,-1.3251317407301269
24 hours,chr16.31108149.31108972,-0.6472431786247554
24 hours,chr4.108950137.108950955,1.5147247252779867
24 hours,chr14.92612888.92613309,-1.4483824647753358
24 hours,chr17.29155014.29156506,0.6090632397061024
24 hours,chr12.3304414.3304739,1.273647040803702
24 hours,chr6.37916466.37916952,1.7267763442562396
24 hours,chr1.115184465.115185332,1.1214478914931936
24 hours,chr6.157089040.157089609,-1.8870725921175189
24 hours,chr5.178357844.178358741,1.97489187847055
24 hours,chr8.22915457.22915789,1.2317810164381364
24 hours,chr20.1812954.1813556,1.013736628326403
24 hours,chr2.216098659.216099425,0.9340293507504386
24 hours,chr1.61887252.61888304,-1.2503740371671563
24 hours,chr11.13169699.13170038,0.96634764854953
24 hours,chr11.77705501.77706193,1.804109032093006
24 hours,chr7.76054068.76054859,1.6696126567383596
24 hours,chr12.119461723.119462283,-1.614780127452763
24 hours,chr21.34967445.34967918,2.006913506755808
24 hours,chr5.83360378.83360952,1.1336109981946985
24 hours,chr16.10282349.10283037,1.20346166018986
24 hours,chr17.66978526.66978967,-1.8250875668597644
24 hours,chr12.32498980.32499559,0.9999636475944595
24 hours,chr17.77121927.77122089,1.6392784569616188
24 hours,chr8.75320940.75321504,-1.327503429028866
24 hours,chr2.22627949.22628491,-1.6883568460620713
24 hours,chr12.6229779.6230176,2.2198647589698868
24 hours,chrX.68867673.68868274,-1.5953787193075204
24 hours,chr6.2020999.2021311,1.3076838086570155
24 hours,chr12.100798873.100799167,-2.437560572147107
24 hours,chr2.167331491.167332191,-0.8395779495432376
24 hours,chr18.48333510.48333846,-1.6828631401889513
24 hours,chr18.12327356.12328530,-0.3818717917479715
24 hours,chr7.128055672.128055945,-1.7052353669456497
24 hours,chr4.152425878.152426795,1.0031762824977155
24 hours,chr15.52334538.52335058,2.07427093510566
24 hours,chr3.141421553.141422214,2.296219478330203
24 hours,chr10.77746132.77746648,1.0617568382024112
24 hours,chr6.1630373.1631414,0.7241796905636808
24 hours,chr8.134682759.134683290,-1.027454116086637
24 hours,chr2.28583801.28584899,0.7535425958753992
24 hours,chr8.114855604.114856448,1.6741122724355617
24 hours,chr4.88660444.88660677,2.394616263300172
24 hours,chr12.124461591.124462261,2.051078257743192
24 hours,chr5.56909140.56910557,-0.4766175903777814
24 hours,chr17.81898323.81898980,1.5330794762683997
24 hours,chr5.69206562.69207273,1.510204650316428
24 hours,chrX.30489320.30489963,-1.3688426644524636
24 hours,chr4.54277752.54278051,1.2466437985209446
24 hours,chr3.163175949.163176309,-3.221667953186074
24 hours,chr1.54304684.54305117,0.951770026813145
24 hours,chr7.23246429.23247227,0.9157533920423102
24 hours,chr2.48486024.48486236,-1.1635551859610997
24 hours,chr14.50060952.50062240,0.8202513525370696
24 hours,chr7.107943624.107943815,2.3738363216089104
24 hours,chr11.110077588.110078197,1.9183014778370182
24 hours,chrX.68114397.68115053,1.8768093313461964
24 hours,chr11.110194258.110195043,1.1888310970279063
24 hours,chrX.133053876.133054470,1.246143127370872
24 hours,chr10.12954900.12955334,2.6685473038774745
24 hours,chr22.28181416.28181838,-2.0675250705506762
24 hours,chr8.13432622.13433156,-2.4289803288602547
24 hours,chr2.219551842.219553055,-0.4632304813308865
24 hours,chr1.1906137.1906856,-0.7267752361876814
24 hours,chr10.71201864.71202562,-1.4972226258349033
24 hours,chr8.119086474.119086851,-1.4456359436897508
24 hours,chr12.114729811.114730176,1.9675558621159261
24 hours,chr1.229381393.229381625,-1.792564656138485
24 hours,chr22.37661030.37661697,-0.6177601311986023
24 hours,chr2.235892950.235893783,1.5642002185380721
24 hours,chr5.19085698.19086157,-2.654231598979751
24 hours,chr6.13218279.13218471,2.3252497513115893
24 hours,chr8.32731717.32732272,1.2932448201676525
24 hours,chr9.135261117.135261606,1.5755375001830507
24 hours,chr2.235671290.235671775,1.3821929316959354
24 hours,chr16.79532743.79533262,2.1652501560051136
24 hours,chr3.106113955.106115071,2.714526524665182
24 hours,chr12.42921936.42922666,0.847015215962406
24 hours,chr6.137968895.137969312,1.729950888899865
24 hours,chr7.1569698.1570812,-0.9071301039029422
24 hours,chr18.44626803.44627514,1.5767994041247881
24 hours,chr13.79735287.79735622,-1.264857668898095
24 hours,chr4.42915301.42915908,1.3101055665504808
24 hours,chr2.224747758.224748143,-1.6965278569403082
24 hours,chr1.204294194.204294699,1.635919917974738
24 hours,chr3.18997751.18998546,-2.7773114234855765
24 hours,chr9.26296921.26297437,1.971452461220228
24 hours,chr19.21851473.21852322,-0.4408871725346888
24 hours,chr9.94952524.94953439,1.2254144066120591
24 hours,chr10.117935967.117936743,-1.1345281728309695
24 hours,chr8.28713235.28713953,0.8609478885782633
24 hours,chr5.142403918.142404527,0.729992266749049
24 hours,chrX.47751604.47751999,-0.9818757809797356
24 hours,chr11.118695802.118696073,2.173224818845898
24 hours,chr8.138804597.138806385,1.346418116859562
24 hours,chr17.38906583.38907251,1.3745059022344654
24 hours,chr1.81681403.81681883,2.43745723772492
24 hours,chr17.31695817.31696595,-1.0575566635881937
24 hours,chr10.113053895.113054148,-1.4465211896423984
24 hours,chr20.35327118.35327648,1.640402082349644
24 hours,chr6.41037889.41038057,1.4869959173841876
24 hours,chr12.59904655.59905463,-1.0786145092994834
24 hours,chr1.232524127.232524400,1.9834155703632523
24 hours,chr5.173278053.173278944,-1.3473386065630248
24 hours,chr18.13435691.13436291,0.9132789932472813
24 hours,chr11.98107744.98108098,-1.8119397059236044
24 hours,chr3.13325184.13325571,1.8406600775209738
24 hours,chr2.233164869.233165862,1.8140202456265067
24 hours,chr20.3616270.3616806,-1.210550341014244
24 hours,chr16.55204949.55205675,1.1600145851097028
24 hours,chr2.161990505.161991063,2.3357924188752017
24 hours,chr5.90604715.90605302,1.1229525138650358
24 hours,chr11.99981765.99982479,1.323156527674022
24 hours,chr2.8819286.8819695,1.6690037615341256
24 hours,chr1.224259998.224260419,2.018300157450586
24 hours,chr19.7391247.7391654,1.4175436347967139
24 hours,chr2.10434788.10435585,-1.157968667563805
24 hours,chr8.97763484.97764581,0.8288832564397528
24 hours,chr16.67526272.67526993,1.6823430410212872
24 hours,chr11.72771360.72771921,0.9617117523426955
24 hours,chr7.143393451.143393856,-1.8664473357679183
24 hours,chr1.178028988.178029413,1.9217618966366654
24 hours,chr4.151955859.151956408,1.6748731133663803
24 hours,chr13.34863499.34864253,1.646266172686696
24 hours,chr3.128783845.128784609,-0.5426466296835395
24 hours,chr9.130728103.130729334,1.9150522537724046
24 hours,chr19.15276576.15276974,2.2021981167111706
24 hours,chr7.21939300.21940343,-1.6149079581292902
24 hours,chr9.122125106.122126745,0.608046441622542
24 hours,chr17.29005930.29006354,-1.415352754586672
24 hours,chr22.33361521.33362356,1.092794395632493
24 hours,chr1.25032078.25032667,-1.4275561005467503
24 hours,chrX.39859981.39860868,0.9579417453923482
24 hours,chr2.128198778.128199068,-2.561558661389026
24 hours,chr13.32261019.32262007,0.7522615176379621
24 hours,chr19.12585436.12585910,2.712797922926727
24 hours,chr1.7538171.7538412,2.7488460019789054
24 hours,chr5.172491367.172491720,2.3447066330817803
24 hours,chrX.153389787.153390154,2.9058848055757496
24 hours,chr19.10193837.10195351,-0.4233958987156168
24 hours,chr10.118564707.118565020,-1.2998648489976088
24 hours,chr12.111399416.111399699,2.84099648961258
24 hours,chr4.113700917.113701530,2.410206093560155
24 hours,chr7.56033709.56034636,-0.384001003469038
24 hours,chr19.18435532.18436584,2.1805829160383494
24 hours,chr20.63786063.63787701,-1.5075716527545198
24 hours,chr4.150582904.150584129,1.4455500983200107
24 hours,chrX.18935886.18936470,1.7043333248409496
24 hours,chr13.48600725.48601622,-0.9266924590076722
24 hours,chr1.168717748.168718641,-1.2344663880122266
24 hours,chr22.44604534.44605159,1.1382947919910085
24 hours,chr3.178170631.178171087,1.2999708127457592
24 hours,chr12.47801453.47802028,1.4356691182223669
24 hours,chr5.41009163.41009658,1.052964439442568
24 hours,chr1.48048847.48049306,-1.5952977508625512
24 hours,chr10.19749296.19749949,2.0837664191133936
24 hours,chr1.88327627.88328269,1.3083186253811052
24 hours,chr8.37886323.37886892,1.627610644786795
24 hours,chr22.44668184.44668893,-1.2487659655132153
24 hours,chr6.52672540.52672818,1.8610278060987504
24 hours,chr16.14399229.14400090,1.03575639098467
24 hours,chr16.89557314.89557784,-0.9767399354457882
24 hours,chr6.3324237.3324761,1.999377401749843
24 hours,chr4.168384471.168385325,1.1795452296934184
24 hours,chr12.81296837.81297449,1.2577277513208698
24 hours,chr1.26450956.26451430,1.0990608930111254
24 hours,chr10.91196737.91197480,1.113710932529532
24 hours,chr11.72758402.72759464,0.5369860515231308
24 hours,chr16.80029008.80029215,-2.4934225018110783
24 hours,chr16.48123080.48123523,1.375685292411502
24 hours,chr15.73989402.73989652,1.4309115278295501
24 hours,chr3.64104554.64104917,2.389772511369893
24 hours,chr11.85076138.85077092,-1.1882160125547245
24 hours,chr10.95404162.95404554,-2.2607358270914077
24 hours,chr17.43442663.43443261,1.3531692199215637
24 hours,chr8.118140799.118141376,1.0597606696185768
24 hours,chrX.28618807.28619070,-1.4327155074679783
24 hours,chr10.86872792.86873332,1.0143180170523207
24 hours,chr16.68827867.68828196,-3.2891843120762236
24 hours,chr11.119810702.119811243,2.3299658086662856
24 hours,chr4.58113114.58113457,-1.4817160754456364
24 hours,chr1.1307243.1309120,-0.6812291113453632
24 hours,chrX.17559806.17560587,0.9221655530610007
24 hours,chr7.39691820.39692294,2.8043267656709463
24 hours,chr1.36240193.36240677,-1.5338894795651066
24 hours,chr1.12559152.12559429,-1.487281743725275
24 hours,chr17.72123988.72124370,2.792531936100327
24 hours,chr3.70861717.70862454,2.825647378749848
24 hours,chr6.43174131.43174892,-0.36321196155112556
24 hours,chr19.48969541.48970121,1.8677682407049332
24 hours,chr9.136796758.136797388,-0.974289615627236
24 hours,chr19.47170448.47170715,-2.2945378724578753
24 hours,chr4.167641458.167642367,1.8174776171289988
24 hours,chr6.47145090.47145514,2.0265580791281277
24 hours,chr10.21077561.21078089,-2.259861598500946
24 hours,chr1.53539252.53540090,1.7102363600513617
24 hours,chr10.63348132.63348785,1.916001413367164
24 hours,chr2.140436967.140437423,-1.1197545868275578
24 hours,chr11.117089779.117090327,1.3556688103855639
24 hours,chr1.112369548.112370175,-0.8182315711783681
24 hours,chr13.32107620.32108309,-1.4834979248139597
24 hours,chr4.32858889.32859304,2.608082135717853
24 hours,chr17.38875044.38875286,-1.824645400472898
24 hours,chr12.80442450.80443101,1.7684462684034616
24 hours,chr11.9003413.9004606,0.6721651302249643
24 hours,chr3.40504652.40505038,1.801341208063274
24 hours,chr5.168867281.168867621,2.5189441213578636
24 hours,chr4.69773124.69774024,-3.7283966160733297
24 hours,chr15.81507824.81508179,2.406956208115819
24 hours,chr1.16217067.16217833,-0.6634138726959105
24 hours,chr2.231068523.231069047,1.8552696158743913
24 hours,chr2.219752420.219753063,-0.7540519793494975
24 hours,chr8.100415256.100416694,0.7707966105788864
24 hours,chr1.58720779.58720997,1.3827705960764658
24 hours,chr2.170965297.170966252,1.1859820200139009
24 hours,chr1.162081037.162081708,0.738716588020757
24 hours,chr12.18723838.18724330,2.4891636697929256
24 hours,chr9.131502793.131503769,-0.46177610181970685
24 hours,chr7.135681587.135682438,-1.4313664338644037
24 hours,chr3.186152139.186152797,1.0494074268467832
24 hours,chr10.86630184.86630500,-1.935785104324733
24 hours,chr2.182526905.182527289,2.7459722161164692
24 hours,chr10.28334121.28334551,2.0779467156802007
24 hours,chr1.212306012.212306351,-1.8403516781913694
24 hours,chr19.45398050.45398649,-0.48569120215372097
24 hours,chr4.56448252.56448616,1.0953508652769481
24 hours,chr9.2816574.2817100,0.5913330384803372
24 hours,chr8.28351058.28352223,1.3699702186711304
24 hours,chr2.85423648.85423911,1.5294535815672545
24 hours,chr9.33114745.33115061,-1.745732092431619
24 hours,chr4.68027915.68028558,2.4367401204197656
24 hours,chr17.61426799.61427472,2.009883621661001
24 hours,chr3.126472297.126472620,1.435882334737355
24 hours,chr12.24998033.24998468,2.240351857096984
24 hours,chr21.35563954.35564460,2.942370847316857
24 hours,chr10.131943535.131943723,-2.154634965684669
24 hours,chr3.112646903.112647681,1.1335845142944554
24 hours,chr19.31338032.31338399,-1.1425910465614537
24 hours,chr4.185298591.185299070,-1.9602741112461333
24 hours,chr17.30824052.30825140,-0.7101828048258403
24 hours,chr3.187594991.187595219,-2.156353131678799
24 hours,chr12.17333250.17333684,2.2577665756739584
24 hours,chr2.28269085.28269804,1.4217406641268058
24 hours,chr3.177977387.177978123,2.423973931333362
24 hours,chr9.33380848.33381673,-1.1127185348717021
24 hours,chr5.86979693.86980177,1.9378606996227032
24 hours,chr13.24681664.24682661,1.9236821401888797
24 hours,chr19.11639416.11640500,-0.5176469072621721
24 hours,chr5.173774229.173774557,-1.9663873422466926
24 hours,chr1.228046316.228046957,1.305569505587378
24 hours,chrX.48475547.48476582,-0.5216113624440184
24 hours,chr2.31312813.31313390,2.133508677374213
24 hours,chrX.9471730.9472085,1.9642357275348494
24 hours,chrX.38061290.38061734,1.5023347306142152
24 hours,chr1.89823650.89824149,-1.2994159995671564
24 hours,chr9.91659624.91660103,-2.0146474183325154
24 hours,chr18.28078017.28079149,0.9678154237891392
24 hours,chr21.29145080.29145679,1.8145663295889192
24 hours,chr17.60505924.60506671,1.1590686786790145
24 hours,chr12.50390219.50390786,1.5389490090719884
24 hours,chr5.157464318.157465151,1.3240543796740356
24 hours,chr3.143429609.143430490,1.0875902561275081
24 hours,chr8.29660290.29660673,1.9694403888095697
24 hours,chr19.38885857.38886510,-1.2711287330973637
24 hours,chr22.46661306.46661849,1.264244802200007
24 hours,chr1.54246196.54246940,-1.345124780678653
24 hours,chr9.95168026.95168375,1.1519220116965558
24 hours,chr8.28428274.28428726,1.0242377702558887
24 hours,chr9.121593052.121593399,2.3889010943279594
24 hours,chr20.47228686.47229104,-1.913903613259256
24 hours,chr10.96369860.96370167,2.313263123834094
24 hours,chr1.23790174.23790532,1.6182474549147805
24 hours,chr3.188270350.188270891,-0.6530324648235917
24 hours,chr1.84412377.84413044,0.9972179152558442
24 hours,chr14.21094228.21094690,-1.325666196185959
24 hours,chr2.164145358.164145959,1.6378775427111352
24 hours,chr3.159878024.159878285,1.715282498042841
24 hours,chr10.22816355.22817460,1.0701382451682608
24 hours,chr4.75053216.75053734,1.6165192707317206
