time,peak,med_3h_lfc
3 hours,chr5.36066265.36067219,-0.40206498982175276
3 hours,chr11.41659973.41660469,-0.5654937583806865
3 hours,chr4.52658929.52660290,0.3415205205337708
3 hours,chr10.105586546.105586853,0.9090355040807102
3 hours,chr19.41299513.41300210,-0.4981761823872981
3 hours,chr2.201907075.201907790,-0.592351833037986
3 hours,chr15.41933851.41934093,-0.6727868845173406
3 hours,chr22.23280897.23281222,0.5640279027300257
3 hours,chr7.158587536.158588042,-0.5033588686416537
3 hours,chr1.228108692.228109924,0.07709798157764869
3 hours,chr19.14117709.14118920,-0.23679837809777915
3 hours,chr4.680855.681580,-0.29322534317382054
3 hours,chr6.35581572.35582127,-0.8248012091880945
3 hours,chr4.151606083.151606356,-0.2837354421845134
3 hours,chrX.85243702.85245350,0.45412095235296857
3 hours,chr4.182142409.182143552,0.6940415412198271
3 hours,chr4.126807176.126807453,0.5598538806568053
3 hours,chr2.119366391.119367869,0.17505011946957882
3 hours,chr4.106816448.106816875,-0.6928783904472748
3 hours,chr22.20013201.20013704,-0.2502880483175951
3 hours,chr17.66733774.66734297,-1.145779758437272
3 hours,chr2.28683028.28683705,-0.5152066648965636
3 hours,chr13.110457341.110458033,1.0336719462809905
3 hours,chr9.132240869.132242021,-0.4122128259128077
3 hours,chr3.10516787.10517947,-0.036362593936016374
3 hours,chr17.68954204.68954809,1.0205251213353905
3 hours,chr6.106451426.106451868,0.8294688129860363
3 hours,chr18.10676084.10676331,-1.3576932908760333
3 hours,chr8.27361573.27362423,-0.40342972028806345
3 hours,chr6.142014616.142014969,1.3960687966704384
3 hours,chr1.202210485.202210667,-0.4036296478774667
3 hours,chrX.6701234.6701679,-1.3625576120540894
3 hours,chr2.82237269.82237743,0.8514321653049757
3 hours,chr4.183830111.183830990,-0.2542264426292231
3 hours,chr2.155894758.155895676,0.6374533067134109
3 hours,chr3.168094738.168096633,0.19546082327743974
3 hours,chr4.171846282.171846534,-0.19409309797338148
3 hours,chr18.55935233.55935575,-0.6131305678413259
3 hours,chr6.5592803.5593361,-0.24013742508625402
3 hours,chr20.11217465.11217881,0.43739732948172194
3 hours,chr4.146263886.146264120,0.7611692669508662
3 hours,chr3.52014683.52014918,0.8948165563889493
3 hours,chr8.101204802.101206587,0.1821037923187463
3 hours,chr22.29524289.29525075,-0.513054763824186
3 hours,chrX.136063426.136064134,-0.36751541390096465
3 hours,chr10.23384387.23385131,0.5381469770845007
3 hours,chr7.93601390.93601816,-0.6085447454598624
3 hours,chr15.69385782.69386400,0.7108080697081018
3 hours,chr15.96553299.96553766,-0.8260862840925882
3 hours,chr16.28320829.28322146,0.6403855078506946
3 hours,chr3.132205011.132205498,-0.41125251165703053
3 hours,chr15.79863963.79864412,1.3325307146636247
3 hours,chr20.36951097.36952151,-0.18975340684756592
3 hours,chr11.73367681.73367950,0.7984641566839287
3 hours,chr1.45339538.45340712,0.2933873825172615
3 hours,chr2.7604560.7604710,-0.6581522019065025
3 hours,chr5.57364535.57364773,-0.6538346470189391
3 hours,chr5.2011599.2012048,-0.9013236421005477
3 hours,chr8.130357234.130359090,0.34766243600335844
3 hours,chr7.119720346.119720830,0.3743262277401067
3 hours,chr2.238747491.238747964,0.9092420301539721
3 hours,chr3.184811990.184812923,0.20132499585169228
3 hours,chr6.94349324.94349817,-0.7024066569964593
3 hours,chr5.135365284.135365603,-0.8345932996062233
3 hours,chr2.149488496.149489300,0.9662722855098407
3 hours,chr1.41435601.41436046,-0.6435184856747274
3 hours,chr1.17061846.17062191,-0.6383232043614515
3 hours,chr6.80962440.80962701,-0.5899506406303037
3 hours,chr12.117926450.117926946,-1.0373596723288794
3 hours,chr2.882868.883079,-1.0143420554537173
3 hours,chr5.139453731.139454394,0.671873321334788
3 hours,chr6.160004191.160005604,0.6559307803466798
3 hours,chr17.43784708.43785045,-1.4620115441477943
3 hours,chr2.190947594.190948164,-0.38485703807310134
3 hours,chr2.8324312.8324890,-0.6490397204153937
3 hours,chrX.100596557.100596986,0.8959852715765015
3 hours,chr1.9349901.9350815,0.12096930981688869
3 hours,chr20.728084.729041,-0.451045870022976
3 hours,chr14.22976184.22976350,0.8483055740084491
3 hours,chr20.31572546.31573579,-0.4496801982684273
3 hours,chr22.37616333.37616968,0.76438369617696
3 hours,chr16.68955153.68955910,-0.5840654534882601
3 hours,chr1.187001186.187002146,0.6359285607847922
3 hours,chr1.36613426.36614137,0.5292896796198392
3 hours,chr5.112239893.112240433,-0.23575257017778917
3 hours,chr6.159714205.159714787,-0.6111675454915815
3 hours,chr3.54120927.54123006,0.3982461359461933
3 hours,chr4.154552234.154552356,-0.7564822293132225
3 hours,chr9.7212155.7212552,-0.9785226377288201
3 hours,chr9.19101885.19103258,0.2829554735688209
3 hours,chr6.43009247.43009437,-0.678167810437668
3 hours,chr19.37778774.37780004,0.2612044262385673
3 hours,chr6.44475566.44476187,-0.48865303782014546
3 hours,chr15.89776311.89777125,0.5941257979893719
3 hours,chr7.50866898.50867368,-0.35964734378872787
3 hours,chr2.45962618.45962900,-0.1338188304189425
3 hours,chr17.79138082.79138671,1.3251706110518526
3 hours,chr16.65832263.65832873,-0.508922319318069
3 hours,chr10.60130139.60130464,-0.7707898920995276
3 hours,chr1.109610580.109611535,-0.6380041241546195
3 hours,chr5.139273343.139274905,0.34078785093354735
3 hours,chr2.26609247.26609525,-1.169359348002785
3 hours,chr1.39398368.39399145,-0.2945642161093369
3 hours,chr7.30027968.30029311,0.34541178046725207
3 hours,chr11.19199113.19199364,-0.33917473279014243
3 hours,chr4.101070779.101071784,0.6510729745083279
3 hours,chr3.54891321.54892082,-0.4111186786702663
3 hours,chr7.18086008.18087512,0.36825493227894457
3 hours,chr6.81382778.81383253,-0.8997232947157652
3 hours,chr11.112285979.112286449,-0.3569602508221654
3 hours,chr6.56664131.56664472,0.598582849928253
3 hours,chr11.46198523.46199083,-0.6697681366739583
3 hours,chr6.110746682.110747044,1.1778972048400478
3 hours,chr1.48226994.48227752,0.5111373234956859
3 hours,chr7.47501313.47501847,-0.2453680326478973
3 hours,chr15.41249552.41250291,-0.2622490151505943
3 hours,chr2.180573853.180574513,0.9461741868899601
3 hours,chr11.66659793.66660164,-0.9991143868581805
3 hours,chr12.30862325.30863029,-0.2966421886266071
3 hours,chrX.46788820.46789223,-0.5938815236807415
3 hours,chr1.210477397.210477883,-0.5514167704739479
3 hours,chrX.49884354.49884728,0.7549536938846643
3 hours,chr16.62014165.62015036,-0.16587973406014855
3 hours,chr5.1669531.1669681,-1.1810072648147976
3 hours,chr9.112861088.112862424,-0.5147525482901036
3 hours,chr20.21505177.21506682,0.42014857070146183
3 hours,chr5.128389255.128390245,0.583050231602158
3 hours,chr3.42702170.42703080,-0.9166501066333277
3 hours,chr22.27386230.27386505,-0.9562558398235936
3 hours,chr7.151248286.151249957,0.11380724830607747
3 hours,chr4.10102598.10102907,0.3508986764911426
3 hours,chr12.132718670.132719783,0.7182324475104456
3 hours,chr12.114238640.114239525,0.46987881872768344
3 hours,chr14.35260403.35260812,-0.8314600009361031
3 hours,chr1.112803912.112804848,-0.567617602755182
3 hours,chr8.79992782.79993372,0.9144258275227419
3 hours,chr21.31781805.31782150,-0.3221239419588599
3 hours,chr9.125570375.125570525,1.2383402005030928
3 hours,chr19.29844211.29845910,-0.16507454600778626
3 hours,chr9.79572496.79572903,-0.022672245727161755
3 hours,chr9.124251729.124252564,-0.4540494922855456
3 hours,chr4.140153773.140154525,0.3221700474801965
3 hours,chr7.77386345.77386847,-0.7281232499193868
3 hours,chr2.176763700.176764348,0.4333888707481466
3 hours,chrX.19625646.19626093,-0.897446842520497
3 hours,chr8.23163046.23164292,0.3228757673172078
3 hours,chr2.106117433.106117626,-0.7199899546557171
3 hours,chr2.160373738.160374197,-0.8769538305546711
3 hours,chr3.172103610.172104036,-0.39755083343769115
3 hours,chr16.909374.909697,0.6395126570013294
3 hours,chr2.143689466.143690159,1.0514629873950976
3 hours,chr17.66533480.66534065,-0.29996875518671695
3 hours,chr16.52069824.52070238,-1.0247761958465877
3 hours,chr7.51315528.51317625,0.37646610000803893
3 hours,chr7.128947818.128948521,1.0457683594135299
3 hours,chr10.89563999.89564296,-0.889290097183925
3 hours,chr20.41339880.41341570,-0.26000686806071815
3 hours,chr21.33403286.33404821,0.2531165208236752
3 hours,chr11.3511483.3512476,1.0663200597298002
3 hours,chr8.118472635.118473866,-0.15768222634013407
3 hours,chr1.2227349.2228092,-0.4159998216208711
3 hours,chr1.153629986.153630299,0.5946069209930016
3 hours,chr16.87602025.87602385,-0.19374619264707493
3 hours,chr4.24197930.24198222,1.2846094945711732
3 hours,chr5.116600866.116601267,-0.29756001373802454
3 hours,chr10.50538354.50539251,-0.8206456712385002
3 hours,chr11.1936540.1937320,0.6340856438319442
3 hours,chr10.20634956.20636009,0.8469978327773107
3 hours,chr5.77881423.77881894,-0.6369573432058089
3 hours,chr4.148835091.148835798,-0.2578422219366754
3 hours,chr1.21631834.21632532,-0.7390094903756961
3 hours,chr10.71252279.71252641,-0.7104327702129407
3 hours,chr6.112956518.112957387,-0.25531741944882125
3 hours,chr2.159030657.159031442,0.48293895953199595
3 hours,chr17.19000529.19001233,-0.29064378307445615
3 hours,chr16.80804114.80805064,0.5914049758420536
3 hours,chr7.4479412.4479718,0.13921633627794228
3 hours,chr6.11236397.11236675,-0.5530487791245648
3 hours,chr3.47323512.47324774,-0.33380739290953
3 hours,chr12.84727955.84728359,-1.019825883962195
3 hours,chr7.50185991.50186424,-1.1617434052137985
3 hours,chr5.137565223.137565887,0.413014069144112
3 hours,chr2.171482833.171483246,-0.6450001102130545
3 hours,chr3.129383171.129383807,-0.14122984168761032
3 hours,chr10.96636656.96636936,-0.750654011490854
3 hours,chr7.84237389.84238117,0.6716270175140664
3 hours,chr2.100673792.100674143,-0.908993896180808
3 hours,chr8.77130614.77131052,-0.8483813973100659
3 hours,chr5.60944805.60946171,0.2527218641163973
3 hours,chr6.105300144.105300341,0.6331239308284893
3 hours,chr7.96236103.96236584,-0.257689763610367
3 hours,chr1.180546852.180547623,0.5623135249691034
3 hours,chr19.614791.615933,1.1507509754605787
3 hours,chr12.123076609.123076788,1.271334154455105
3 hours,chr3.80087842.80088387,1.2234776402968424
3 hours,chr15.92521444.92521979,-0.5995610790179615
3 hours,chr2.60521147.60521472,-1.1390091796835593
3 hours,chr6.53664362.53664930,-0.6043609848653682
3 hours,chr9.119284256.119284535,-1.0407343828304167
3 hours,chr7.151172623.151173101,0.3375833796471104
3 hours,chr12.48062041.48062415,-0.5872615708705976
3 hours,chr5.17257689.17258278,-0.36719300043848113
3 hours,chr3.152400926.152401245,-0.6852859765706427
3 hours,chr7.2844145.2844809,-0.3752968608653351
3 hours,chr3.184583206.184584980,-0.43458191439355964
3 hours,chr16.11797110.11798523,0.24174745513282136
3 hours,chr11.808915.810512,0.2897677180320475
3 hours,chr2.33118542.33118995,-0.7159940065065644
3 hours,chr17.80958940.80960089,-0.5408251414736434
3 hours,chr8.120250341.120250889,-0.5123601378107536
3 hours,chr3.64219999.64220761,0.34018534972860826
3 hours,chr2.206452306.206453160,-0.45396786735468275
3 hours,chr13.50971625.50971960,-0.41468308805319354
3 hours,chr5.150595320.150596139,-0.34792988941307534
3 hours,chr8.143430673.143431569,-0.30400906621147783
3 hours,chr8.98011533.98011884,-1.023989746850483
3 hours,chr20.50558504.50559012,-0.45386047378347927
3 hours,chr18.47149483.47151171,0.19085013543066331
3 hours,chrX.51743060.51744096,0.5790268980241864
3 hours,chr6.46688117.46689354,1.1659062960381315
3 hours,chr6.138577377.138577808,-0.7884754297320624
3 hours,chr20.57685097.57686144,-0.45343027834069716
3 hours,chr1.119622894.119624276,0.7784796990612344
3 hours,chr17.10821081.10821373,-0.7923415291526248
3 hours,chr11.88297582.88297869,-1.1093002602229083
3 hours,chr3.10398392.10399102,-0.48367128257326986
3 hours,chr16.64287853.64288478,0.9838122378446177
3 hours,chr9.95516409.95517405,0.6245105987041435
3 hours,chr7.17557755.17558007,-0.9119829935311281
3 hours,chr1.232595385.232595663,-0.4704480546728922
3 hours,chr17.50332214.50332688,-1.1027504049717534
3 hours,chr14.22977421.22978204,-0.18811328994879162
3 hours,chr3.58422705.58423426,-0.20322675882020036
3 hours,chr7.23220789.23221248,-0.945698015830005
3 hours,chr1.116418223.116418913,0.531055574628819
3 hours,chr7.128382536.128382842,-0.9466885106092341
3 hours,chr1.63771756.63772075,-0.9128686544218415
3 hours,chr10.59175791.59177751,0.5061782051948893
3 hours,chr2.137115069.137116229,0.4829892632597841
3 hours,chr4.6664539.6665615,0.9128456838329155
3 hours,chr2.160269415.160271798,-0.2657982741286915
3 hours,chr14.92039239.92040950,0.2778667144812328
3 hours,chr2.167140519.167141118,-0.0934685420176864
3 hours,chr16.87180193.87180388,-0.5025009444250312
3 hours,chr2.174157802.174158380,-0.5034364350323257
3 hours,chrX.53441446.53442206,-0.4449368462773702
3 hours,chr3.150761807.150764164,0.2935688574917199
3 hours,chr10.26215821.26217066,-0.505081611210743
3 hours,chr12.49089814.49090508,0.6073352697842673
3 hours,chr5.65775198.65775698,0.41906373220054727
3 hours,chr3.115523565.115524038,-0.4611115160321042
3 hours,chr4.128601111.128601913,-0.1703487188060917
3 hours,chr12.94304627.94305088,-0.2569211255190238
3 hours,chr11.115305259.115305884,0.5801017723071106
3 hours,chr17.68993199.68993404,-0.7669298123310399
3 hours,chr10.19966708.19967164,-0.5049200839661336
3 hours,chr11.20055360.20055933,1.6130947569339416
3 hours,chr4.2045749.2046652,0.8211850172827662
3 hours,chr18.36017241.36018078,0.6247809905498869
3 hours,chr11.61693946.61694416,-0.6812872674958661
3 hours,chr22.29726949.29727606,-0.643287792280226
3 hours,chr1.93680491.93682099,0.34891104740082524
3 hours,chr2.218419890.218420232,-0.897818800073508
3 hours,chr12.75738337.75738793,-0.7715426395713807
3 hours,chr12.67524956.67525658,-0.527524766836104
3 hours,chr2.139528927.139529732,-0.7369686377257898
3 hours,chr15.64127471.64128220,0.9375114249574659
3 hours,chr2.31940844.31941326,0.8340230562988251
3 hours,chr17.3928469.3928730,-0.5252343024472454
3 hours,chr1.3654627.3654991,-0.715221331183463
3 hours,chr17.81566368.81567182,0.07623032788383721
3 hours,chr2.66445175.66447077,0.3932197472238572
3 hours,chr14.30270433.30271147,0.3116677860653758
3 hours,chr2.167398796.167399160,-1.056547150862402
3 hours,chr1.155995971.155996711,-0.4887153309649581
3 hours,chr3.44065295.44065761,-1.1783600187903969
3 hours,chr1.22582657.22583268,-0.8841026190431762
3 hours,chr5.59038731.59040023,0.4856303530747659
3 hours,chr5.1570949.1571312,0.8953454464045283
3 hours,chr4.15650021.15650199,-0.8052889767696602
3 hours,chr5.44909057.44909446,0.8205399952541015
3 hours,chr1.154839629.154839995,-1.0558029582454418
3 hours,chr17.3015910.3016296,-0.19035904452658925
3 hours,chr15.101358821.101359823,-0.4167548878649914
3 hours,chr19.49423632.49424020,-0.7042454040685626
3 hours,chr16.67666071.67667181,0.24177667616517962
3 hours,chr9.33186378.33186885,0.37908965580672316
3 hours,chr12.52870398.52870772,-0.6505436406322445
3 hours,chr6.14550909.14551323,-0.47956688063355246
3 hours,chrX.109889681.109890287,-0.6800857596431285
3 hours,chr4.4356497.4357116,-0.6548215303710343
3 hours,chr6.150072318.150072491,-0.6488775002908966
3 hours,chr11.65110219.65111090,0.24412948822514569
3 hours,chr14.99321302.99321951,0.32500532946203065
3 hours,chr11.114060371.114061928,0.4176540448185402
3 hours,chr2.38581337.38581887,0.5468798484984578
3 hours,chr11.14455617.14456563,-0.5480338495615429
3 hours,chr17.67376785.67379293,0.3880427804378854
3 hours,chr2.199910835.199912060,0.10806075839730855
3 hours,chr7.100825244.100825773,0.24578425891438505
3 hours,chr2.178791096.178791724,1.1535663120206068
3 hours,chr12.8026197.8027453,0.2509261822984685
3 hours,chr5.154721267.154721973,-0.6993520132778197
3 hours,chr8.9324642.9324865,-0.067990976091415245
3 hours,chr17.16214652.16216161,0.3541253638754549
3 hours,chr18.62450581.62451560,-0.4716555570331096
3 hours,chr1.223870542.223871182,-0.9550024673918833
3 hours,chr1.226974018.226975363,0.33278173181693527
3 hours,chr12.15788328.15790181,0.2943049847510526
3 hours,chr4.164536635.164537351,0.7041417223361726
3 hours,chr18.39596328.39596703,-1.0228322318973087
3 hours,chr1.197929066.197929196,-0.8158017811720019
3 hours,chr7.28718955.28719232,-1.6331674920763048
3 hours,chr19.1383130.1384488,-0.3490926352795043
3 hours,chr12.43332945.43333970,-0.35833519788633517
3 hours,chr4.62431567.62432034,1.1593485664696175
3 hours,chr5.1570323.1570705,0.6629213659148773
3 hours,chr20.53917157.53918151,0.5270746963316659
3 hours,chr19.31676204.31676575,-0.9898345833264077
3 hours,chr21.46069377.46069781,0.4419823946517246
3 hours,chr17.28896328.28897987,0.2279338461230873
3 hours,chr3.138008486.138008886,-0.5987116084967832
3 hours,chr6.99541255.99541508,1.5901529534126122
3 hours,chr1.29258505.29258940,-0.99564217986349
3 hours,chr11.78187707.78189164,-0.14952010418623818
3 hours,chr15.81036695.81037124,0.7551317122654805
3 hours,chr11.66727205.66728016,0.40301867920182
3 hours,chr4.22630084.22630437,-0.7472789656655141
3 hours,chr1.58698880.58700337,0.14351939619065934
3 hours,chr20.23129087.23129571,0.3990626962645025
3 hours,chr7.37217019.37217259,-0.4326225507908746
3 hours,chr5.57414633.57415170,0.8912248939141594
3 hours,chr7.23414579.23415935,0.7280255079549063
3 hours,chr9.92295266.92295580,-0.4546582668387833
3 hours,chr15.35667964.35668291,-0.6020218262066048
3 hours,chr16.55373026.55373715,-0.2875444110836347
3 hours,chrX.119605337.119606797,0.5836964458601814
3 hours,chr5.88784755.88786411,0.5360667584560925
3 hours,chr2.199458369.199460027,0.33212724887656364
3 hours,chr1.226364165.226365066,-0.5116741255481774
3 hours,chr1.169609870.169610542,-0.4632427696583302
3 hours,chr11.77819371.77821888,0.14458483366612906
3 hours,chr20.16115754.16116461,-0.7892592195533035
3 hours,chr8.120373985.120374427,-0.9542436328551338
3 hours,chr10.61028772.61029365,-0.4488685209292105
3 hours,chr4.135024294.135024609,1.4085092744372245
3 hours,chr6.113772722.113773053,1.4961446495253259
3 hours,chr1.230080665.230081109,-1.2117830145260653
3 hours,chr4.28686559.28686972,0.5004376738734437
3 hours,chr6.158972224.158972617,0.07318634149965353
3 hours,chr6.37758625.37758913,-0.7528940064513022
3 hours,chr1.150755771.150756800,-0.5246779538322053
3 hours,chr20.45104912.45105137,-0.9778574671495215
3 hours,chr2.159584396.159584934,-1.1445496732282732
3 hours,chr14.49250165.49250754,-0.7881751804750496
3 hours,chr4.144362310.144362641,-1.1054714081016057
3 hours,chr17.13600619.13602552,0.3430641793708711
3 hours,chr1.15847202.15848910,0.125386040917415
3 hours,chr8.56787381.56788126,1.0667526779843466
3 hours,chr14.35826059.35827152,-0.17211997946850754
3 hours,chr19.16180700.16180986,-0.30503201374548916
3 hours,chr15.24858679.24859527,-0.14961067720149446
3 hours,chr6.110814160.110816203,0.1497809858773742
3 hours,chr22.25154178.25154950,-0.11390934154905885
3 hours,chr8.42412019.42413214,-0.29535123531377216
3 hours,chr17.19866843.19868296,0.36773192943702426
3 hours,chr9.81609734.81610390,0.421589643033756
3 hours,chr8.126553793.126554067,-0.6383143980823403
3 hours,chr9.15287321.15287653,-0.8732995193660601
3 hours,chr12.40325455.40325751,-0.7109433771934788
3 hours,chr2.46164846.46165255,-0.8762225605550884
3 hours,chr16.46915152.46916211,0.8696374635465838
3 hours,chr11.3050016.3050180,-1.451209228223258
3 hours,chr8.124109094.124109830,-0.6365508539234908
3 hours,chr10.22607304.22607637,-0.4352006549839331
3 hours,chr11.5632288.5632679,-0.6397578326906579
3 hours,chr3.48151277.48152429,-0.18801912523630637
3 hours,chr2.134207691.134208084,-0.4852674427253989
3 hours,chr9.12989622.12990202,-0.8133692553600342
3 hours,chr9.132114206.132114575,-0.5141824110979178
3 hours,chr11.2325700.2326131,-0.2697378495345326
3 hours,chrX.9136062.9136368,-1.2199583361318163
3 hours,chr9.121281616.121282137,-0.6031925884751881
3 hours,chr12.69558625.69558855,1.3694518969852463
3 hours,chr7.29839413.29839646,-0.4678039985242648
3 hours,chr1.93588257.93588506,-0.6326941284496292
3 hours,chr4.184750789.184751585,-0.3146205268879796
3 hours,chr9.708276.708850,0.8721034750885666
3 hours,chr10.113801896.113802084,-0.8564857747503678
3 hours,chr22.50582261.50583546,-0.1608947965228129
3 hours,chr7.26437210.26437444,-0.650129931597194
3 hours,chr13.36673782.36674797,-0.3399789264620132
3 hours,chr21.31409855.31410700,0.6315083987318464
3 hours,chr6.41472803.41473352,-0.9288379102137544
3 hours,chr1.58545914.58547044,0.17885189304617288
3 hours,chr6.80366411.80367108,-0.48703855328040824
3 hours,chr5.138732540.138732781,-0.9931011801573277
3 hours,chr13.110819339.110819797,-0.7363138803728388
3 hours,chr8.73419342.73419680,-0.6774114865417116
3 hours,chr2.131658910.131659322,1.5967835566037814
3 hours,chr1.230248011.230248471,-0.396776435567034
3 hours,chr4.73286966.73287210,-0.7309127856707993
3 hours,chr5.34914685.34916415,0.25043731910480815
3 hours,chr4.25813421.25814936,0.3789945787149511
3 hours,chr12.49043719.49044191,0.7664536192451306
3 hours,chr10.122142234.122143067,0.4373350520143777
3 hours,chr16.81625845.81626451,0.5407725248419275
3 hours,chr15.35308814.35309231,0.478233151583658
3 hours,chr5.88509426.88509743,-0.7737968002217579
3 hours,chrX.74924312.74925585,0.42796935870572694
3 hours,chr7.1000944.1001317,1.358194399503814
3 hours,chr12.80195257.80195514,-1.0181116275380058
3 hours,chr17.21167252.21167684,-0.39463701479224955
3 hours,chr10.100184966.100186594,0.42593304156224754
3 hours,chr1.145978777.145980230,-0.25050810223245623
3 hours,chr3.139954179.139954761,-0.8950206159480201
3 hours,chr6.161373857.161374861,0.5062100359667383
3 hours,chr7.27210306.27210741,-0.6823949730053507
3 hours,chr1.192153301.192153617,0.03189836736152496
3 hours,chr15.51144088.51144653,-0.45464132338171837
3 hours,chr4.3042754.3043055,-0.7825299424829433
3 hours,chr3.53708129.53708636,-0.6493242379731377
3 hours,chr12.84658932.84659203,-1.068151148606424
3 hours,chr8.68916403.68916990,0.6511321173694864
3 hours,chr7.116030656.116031059,1.0709387933521535
3 hours,chr7.95989236.95989778,-0.4989187908690593
3 hours,chr15.83404040.83404551,-0.869899248927988
3 hours,chr5.177425666.177427167,-0.2982991474160581
3 hours,chr17.67778996.67779549,0.2507344138487091
3 hours,chr12.91109161.91109533,0.5984656817432636
3 hours,chr6.90098035.90098587,-1.045892652012412
3 hours,chr10.104580443.104581307,-0.31875923283645635
3 hours,chr2.205593716.205594561,-0.18640719173103104
3 hours,chr7.151142720.151143098,-0.7949123595070957
3 hours,chr11.78715257.78716054,-0.44765067639712575
3 hours,chr10.60963033.60964718,0.5147327462447653
3 hours,chr5.72378555.72379189,-0.5939529494930194
3 hours,chr5.90057060.90057584,-0.3263152446912637
3 hours,chr7.50625445.50625652,-0.5674435736397208
3 hours,chr22.43263829.43264655,-0.2835948963299959
3 hours,chr3.136298621.136299559,1.002529197680766
3 hours,chr17.6831657.6832097,-0.4067728779775659
3 hours,chr12.76791651.76792295,0.9601703535279088
3 hours,chr1.119948345.119949086,0.11505333193634781
3 hours,chr14.90874681.90875102,-0.6844827933796278
3 hours,chr22.24952145.24954059,0.18691837026359703
3 hours,chr10.57931182.57931529,-0.8093087405022551
3 hours,chr11.61804369.61805056,-0.6401485866419099
3 hours,chr12.49058893.49059258,0.34748181946665957
3 hours,chr19.50500055.50501471,-0.3377977844275941
3 hours,chr15.62742488.62743314,0.296802145217099
3 hours,chr8.66139150.66139338,-0.27177776754716354
3 hours,chr2.88038285.88038846,0.5029047495287402
3 hours,chr3.63353443.63353677,-0.6459785498942782
3 hours,chr11.70233342.70234032,-0.5949462075750662
3 hours,chr8.38171271.38171579,0.35703897084260616
3 hours,chr2.11088743.11089043,-0.6665569797530813
3 hours,chr5.134538365.134538554,-0.6328090523993642
3 hours,chr4.167021449.167022141,-0.4625386255324
3 hours,chr12.2813674.2813832,-0.6130212811436904
3 hours,chr13.57633125.57633723,0.8424004940060617
3 hours,chr9.78890511.78890787,-0.7859723505663326
3 hours,chr4.39825613.39825918,-0.6277667997938929
3 hours,chr7.55641130.55641694,-0.2861566899716237
3 hours,chr11.75589893.75590362,-0.2767463071251397
3 hours,chr10.79274099.79275034,-0.5106436887766423
3 hours,chr16.31224127.31224794,0.04755704710209929
3 hours,chr14.96204564.96205319,-0.13594661349379722
3 hours,chr8.140687593.140688313,-0.914753132592395
3 hours,chr15.92109276.92109809,-0.7580973274385496
3 hours,chr3.63430856.63431190,-0.7795307773583652
3 hours,chr4.124278378.124278770,-1.3265510078743596
3 hours,chr12.121580403.121580587,0.8995087220471394
3 hours,chr4.37243853.37245439,0.6176249278989885
3 hours,chr11.37353088.37353584,-0.9663760014319677
3 hours,chrX.2767704.2768494,-0.30873085807809497
3 hours,chr17.7214126.7215520,-0.198512720576276
3 hours,chr13.48457093.48457912,0.5648833404287423
3 hours,chr16.2798573.2799582,0.20933116744352764
3 hours,chr18.43277093.43277612,-0.36325111181153225
3 hours,chr2.140220912.140221230,-0.2091804721353323
3 hours,chr15.89112386.89112729,-0.4804718688691574
3 hours,chr5.167466040.167466390,-1.075194558379068
3 hours,chr1.15706783.15707162,-0.3126989117822032
3 hours,chr19.12919072.12919723,-0.34077145945991916
3 hours,chr1.67441184.67441673,0.9460117047210361
3 hours,chr1.169102591.169102994,-0.07247513338505662
3 hours,chr17.75124086.75125068,-0.5149557060145851
3 hours,chr1.153353645.153353993,-0.5171618205078585
3 hours,chrX.25007137.25007470,0.9153009126246406
3 hours,chr16.29942904.29943165,-0.9819030789241908
3 hours,chr22.39242644.39243948,0.40079576337027945
3 hours,chr15.38226879.38227270,-0.7689564665061208
3 hours,chr1.32494112.32494983,0.5377615040724422
3 hours,chr4.148065154.148065345,-0.6526361939690901
3 hours,chr19.18381945.18382205,-0.44798865999656856
3 hours,chr13.93861637.93862521,-0.15712373082376985
3 hours,chr12.31721872.31722164,-0.5065311678505943
3 hours,chr4.153152610.153154329,0.3441262751446912
3 hours,chr6.7919832.7920355,-1.0582801926804812
3 hours,chr6.90818091.90818523,-0.5110828953457089
3 hours,chr12.93113612.93114094,-0.888618867478822
3 hours,chr11.64869126.64870252,0.3324047823357037
3 hours,chr6.10483143.10483656,0.4688274362114455
3 hours,chr10.117818654.117819115,-0.11920492467967825
3 hours,chr13.30164361.30164753,-1.1890156383193633
3 hours,chr6.76770872.76771545,-0.7438717029824411
3 hours,chr5.62625289.62625873,0.6302433165047185
3 hours,chrX.118694607.118695062,0.6619595488419742
3 hours,chr14.75566301.75566858,-0.8532959695503297
3 hours,chr21.25608043.25608696,0.45995968206933213
3 hours,chr11.46180745.46181151,0.586811919372944
3 hours,chr17.31466087.31466536,-0.5523302849020597
3 hours,chr7.5606763.5607505,0.40604124844402234
3 hours,chr9.109843525.109844191,-0.5990183726831537
3 hours,chr7.24197373.24198408,0.6007747646729529
3 hours,chr15.81547652.81548097,-0.6562941901112229
3 hours,chr22.29359248.29360056,-0.537252059045461
3 hours,chr18.76302193.76302449,-0.7371792280722032
3 hours,chr14.65950007.65950536,-0.3135592924608055
3 hours,chr6.77470954.77471310,-0.47471911369666664
3 hours,chr6.114091866.114092386,-0.6386456401732147
3 hours,chr5.32224025.32225026,-0.32592381701957596
3 hours,chr19.3692563.3692884,0.3834330269497713
3 hours,chr16.87492638.87493449,-0.457258962926379
3 hours,chr12.93441053.93442703,0.27675974888780264
3 hours,chr6.45566667.45567253,-0.2695270963338201
3 hours,chr11.116843086.116843340,-0.7825002673955852
